Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,470,7,0,235,0,0
J2,472,4,9,313,0,0
J10,230,5,73,321,91,1
J16,374,5,76,362,0,0
J1,332,7,91,407,75,1
J9,476,8,106,461,0,0
J20,576,2,148,584,8,1
J13,472,8,205,630,158,1
J14,310,3,232,652,342,1
J7,488,3,262,691,203,1
J15,432,6,289,734,302,1
J4,536,5,298,797,261,1
J11,564,4,346,883,319,1
J17,496,2,357,963,467,1
J18,444,8,445,979,535,1
J19,500,6,500,1016,516,1
J12,540,8,550,1057,517,1
J3,636,8,604,1155,519,1
J8,688,7,668,1240,552,1
J6,860,10,702,1341,481,1

TT,TWT,T_max,NT
5346,33560,552,16

Metric,Value
Objective optimized,T_max
Runtime (s),0.36251115798950195
Iterations,5
k,4
Seed,42
