Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,340,4,0,170,0,0
J7,354,3,2,227,0,0
J12,398,8,39,276,0,0
J5,336,7,78,303,0,0
J16,410,5,96,396,0,0
J17,480,2,110,447,0,0
J10,536,5,198,489,0,0
J14,580,3,218,523,0,0
J8,664,7,299,660,0,0
J15,350,6,357,671,321,1
J6,632,10,390,820,188,1
J13,524,8,431,910,386,1
J1,518,7,522,948,430,1
J4,486,5,549,958,472,1
J18,494,8,643,1035,541,1
J20,474,2,665,1062,588,1
J19,406,6,730,1114,708,1
J9,286,8,766,1124,838,1
J3,658,8,822,1243,585,1
J2,628,4,897,1327,699,1

TT,TWT,T_max,NT,,,
5756,36196,838,11,,,
