Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,8,0,190,0,0
J15,276,6,9,197,0,0
J14,432,3,47,296,0,0
J13,304,8,71,338,34,1
J16,438,5,147,392,0,0
J19,412,6,152,422,10,1
J11,446,4,174,466,20,1
J10,356,5,199,537,181,1
J20,542,2,285,612,70,1
J5,632,7,312,636,4,1
J6,452,10,341,669,217,1
J8,426,7,420,711,285,1
J4,322,5,493,757,435,1
J18,584,8,550,842,258,1
J7,688,3,579,931,243,1
J17,506,2,634,939,433,1
J9,524,8,725,987,463,1
J2,322,4,790,1000,678,1
J1,448,7,884,1108,660,1
J12,720,8,961,1321,601,1

TT,TWT,T_max,NT,,,
4592,27328,678,16,,,
