Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J4,302,5,0,151,0,0
J16,404,5,4,206,0,0
J7,436,3,53,271,0,0
J15,388,6,85,308,0,0
J10,408,5,174,380,0,0
J12,526,8,181,499,0,0
J3,586,8,245,562,0,0
J6,688,10,246,651,0,0
J18,648,8,320,747,99,1
J17,632,2,399,825,193,1
J9,596,8,401,854,258,1
J20,610,2,474,945,335,1
J11,600,4,527,983,383,1
J19,572,6,605,998,426,1
J2,494,4,684,1109,615,1
J13,474,8,720,1170,696,1
J8,486,7,818,1248,762,1
J14,544,3,885,1258,714,1
J5,440,7,945,1277,837,1
J1,650,7,1009,1373,723,1

TT,TWT,T_max,NT,,,
6041,34424,837,12,,,
