Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J15,510,6,0,255,0,0
J14,184,3,37,264,80,1
J3,486,8,77,325,0,0
J10,390,5,104,356,0,0
J17,492,2,149,432,0,0
J20,524,2,184,504,0,0
J12,548,8,234,575,27,1
J2,548,4,277,605,57,1
J16,514,5,315,656,142,1
J11,604,4,369,710,106,1
J8,536,7,455,743,207,1
J19,476,6,518,823,347,1
J4,530,5,561,860,330,1
J18,482,8,649,916,434,1
J6,492,10,708,1014,522,1
J5,604,7,763,1067,463,1
J7,572,3,858,1161,589,1
J9,564,8,912,1238,674,1
J1,640,7,935,1307,667,1
J13,696,8,961,1385,689,1

TT,TWT,T_max,NT,,,
5334,36272,689,15,,,
