Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J2,168,4,5,160,0,0
J20,274,2,32,218,0,0
J13,478,8,70,309,0,0
J16,502,5,102,374,0,0
J8,426,7,114,418,0,0
J1,514,7,178,509,0,0
J7,578,3,249,554,0,0
J12,638,8,291,638,0,0
J19,688,6,344,688,0,0
J3,384,8,419,695,311,1
J4,616,5,474,818,202,1
J18,632,8,564,880,248,1
J10,644,5,649,971,327,1
J6,508,10,744,1067,559,1
J17,474,2,762,1152,678,1
J5,410,7,803,1172,762,1
J11,476,4,814,1294,818,1
J15,704,6,836,1343,639,1
J9,702,8,930,1407,705,1

TT,TWT,T_max,NT,,,
5249,32143,818,10,,,
