Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,382,8,0,191,0,0
J16,518,5,9,293,0,0
J14,480,3,38,329,0,0
J9,438,8,64,412,0,0
J18,310,8,106,430,120,1
J17,568,2,154,511,0,0
J4,446,5,190,557,111,1
J8,546,7,252,584,38,1
J11,636,4,324,675,39,1
J7,666,3,363,736,70,1
J20,528,2,397,808,280,1
J2,650,4,492,854,204,1
J12,614,8,511,917,303,1
J6,484,10,590,948,464,1
J19,614,6,683,1029,415,1
J15,646,6,740,1098,452,1
J10,662,5,812,1163,501,1
J1,730,7,877,1242,512,1
J5,768,7,930,1319,551,1
J3,586,8,1018,1363,777,1

TT,TWT,T_max,NT,,,
4837,31951,777,15,,,
