Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,492,10,0,246,0,0
J7,572,3,55,351,0,0
J15,510,6,109,431,0,0
J3,486,8,146,492,6,1
J9,564,8,173,569,5,1
J14,184,3,196,578,394,1
J10,390,5,236,609,219,1
J19,476,6,281,689,213,1
J12,548,8,324,760,212,1
J16,514,5,367,811,297,1
J4,530,5,421,846,316,1
J2,548,4,509,876,328,1
J8,536,7,547,909,373,1
J18,482,8,610,965,483,1
J5,604,7,669,1018,414,1
J17,492,2,764,1094,602,1
J20,524,2,799,1166,642,1
J11,604,4,849,1220,616,1
J1,640,7,935,1289,649,1
J13,696,8,961,1367,671,1

TT,TWT,T_max,NT
6440,33952,671,17

Metric,Value
Objective optimized,T_max
Runtime (s),1.0733659267425537
Iterations,10
d,10
Seed,42
