Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J10,230,5,0,115,0,0
J13,472,8,3,247,0,0
J1,332,7,30,292,0,0
J18,444,8,45,315,0,0
J14,310,3,100,337,27,1
J15,432,6,130,414,0,0
J16,374,5,139,452,78,1
J17,496,2,154,532,36,1
J9,476,8,242,565,89,1
J12,540,8,284,606,66,1
J4,536,5,338,669,133,1
J2,472,4,386,742,270,1
J3,636,8,450,815,179,1
J5,470,7,514,900,430,1
J7,488,3,523,939,451,1
J19,500,6,550,976,476,1
J8,688,7,600,1080,392,1
J6,860,10,634,1182,322,1
J11,564,4,725,1268,704,1
J20,576,2,736,1362,786,1

TT,TWT,T_max,NT
4439,22531,786,15

Metric,Value
Objective optimized,TWT
Runtime (s),1.5888872146606445
Iterations,10
d,10
Seed,42
