Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J4,302,5,0,151,0,0
J10,408,5,4,208,0,0
J12,526,8,11,327,0,0
J3,586,8,75,390,0,0
J5,440,7,76,409,0,0
J15,388,6,140,446,58,1
J8,486,7,229,534,48,1
J1,650,7,296,628,0,0
J16,404,5,333,644,240,1
J2,494,4,382,742,248,1
J9,596,8,418,771,175,1
J6,688,10,491,857,169,1
J19,572,6,565,866,294,1
J13,474,8,644,927,453,1
J18,648,8,742,1066,418,1
J7,436,3,821,1120,684,1
J11,600,4,853,1161,561,1
J14,544,3,931,1204,660,1
J20,610,2,991,1340,730,1
J17,632,2,1044,1422,790,1

TT,TWT,T_max,NT
5528,24014,790,14

Metric,Value
Objective optimized,TWT
Runtime (s),1.500779151916504
Iterations,10
d,10
Seed,42
