Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J10,230,5,0,115,0,0
J13,472,8,3,247,0,0
J1,332,7,30,292,0,0
J16,374,5,45,326,0,0
J14,310,3,60,348,38,1
J18,444,8,90,388,0,0
J17,496,2,145,468,0,0
J15,432,6,233,511,79,1
J4,536,5,242,574,38,1
J2,472,4,290,647,175,1
J5,470,7,354,701,231,1
J7,488,3,363,740,252,1
J19,500,6,390,777,277,1
J12,540,8,440,818,278,1
J20,576,2,494,920,344,1
J3,636,8,551,980,344,1
J8,688,7,615,1065,377,1
J11,564,4,649,1151,587,1
J6,860,10,660,1249,389,1
J9,476,8,751,1282,806,1

TT,TWT,T_max,NT
4215,26502,806,14

Metric,Value
Objective optimized,TT
Runtime (s),1.0895700454711914
Iterations,10
d,10
Seed,42
