Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J2,168,4,5,160,0,0
J20,274,2,32,218,0,0
J11,476,4,70,312,0,0
J5,410,7,92,332,0,0
J8,426,7,103,376,0,0
J17,474,2,167,461,0,0
J13,478,8,208,523,45,1
J16,502,5,240,588,86,1
J3,384,8,252,595,211,1
J7,578,3,307,642,64,1
J1,514,7,349,733,219,1
J18,632,8,420,785,153,1
J6,508,10,505,854,346,1
J12,638,8,523,938,300,1
J19,688,6,576,946,258,1
J4,616,5,651,1041,425,1
J15,704,6,741,1113,409,1
J10,644,5,835,1194,550,1
J9,702,8,930,1281,579,1

TT,TWT,T_max,NT
3645,24796,579,13

Metric,Value
Objective optimized,TT
Runtime (s),1.3077588081359863
Iterations,10
d,10
Seed,42
