Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,382,8,0,191,0,0
J7,666,3,9,351,0,0
J18,310,8,43,369,59,1
J16,518,5,91,465,0,0
J14,480,3,120,501,21,1
J4,446,5,146,547,101,1
J9,438,8,208,629,191,1
J6,484,10,250,660,176,1
J11,636,4,343,750,114,1
J10,662,5,382,801,139,1
J17,568,2,447,882,314,1
J19,614,6,483,963,349,1
J8,546,7,540,990,444,1
J2,650,4,612,1028,378,1
J3,586,8,631,1072,486,1
J20,528,2,730,1144,616,1
J12,614,8,825,1207,593,1
J15,646,6,904,1276,630,1
J1,730,7,976,1341,611,1
J5,768,7,1029,1418,650,1

TT,TWT,T_max,NT
5872,35292,650,17

Metric,Value
Objective optimized,T_max
Runtime (s),1.2143809795379639
Iterations,10
d,10
Seed,42
