Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,638,2,0,319,0,0
J5,772,7,2,426,0,0
J22,978,1,9,549,0,0
J37,896,9,42,593,0,0
J17,974,2,75,635,0,0
J44,750,9,93,716,0,0
J28,980,3,123,796,0,0
J19,816,6,172,826,10,1
J9,706,8,211,841,135,1
J45,932,10,216,863,0,0
J29,836,7,230,956,120,1
J31,956,9,325,1030,74,1
J13,846,8,327,1053,207,1
J34,964,3,352,1136,172,1
J48,1006,4,425,1169,163,1
J23,1060,10,476,1313,253,1
J42,746,2,500,1326,580,1
J7,850,3,553,1331,481,1
J35,1204,7,609,1415,211,1
J27,926,10,700,1433,507,1
J10,790,5,798,1489,699,1
J18,872,8,832,1497,625,1
J36,1048,5,847,1551,503,1
J3,942,8,905,1616,674,1
J33,842,5,935,1658,816,1
J46,844,5,972,1772,928,1
J1,1140,7,1025,1847,707,1
J16,1042,5,1074,1900,858,1
J8,936,7,1143,1939,1003,1
J6,1062,10,1236,1982,920,1
J4,1204,5,1259,2053,849,1
J39,972,2,1344,2109,1137,1
J11,1144,4,1404,2175,1031,1
J40,1042,4,1476,2258,1216,1
J49,1056,7,1529,2261,1205,1
J32,1150,3,1554,2354,1204,1
J12,1226,8,1609,2426,1200,1
J30,1052,4,1687,2436,1384,1
J43,1326,10,1758,2500,1174,1
J24,986,6,1848,2522,1536,1
J41,1122,9,1867,2663,1541,1
J38,1148,7,1905,2708,1560,1
J50,1016,8,1983,2729,1713,1
J21,1116,5,2033,2838,1722,1
J15,1340,6,2088,2888,1548,1
J26,1224,1,2161,2945,1721,1
J25,1050,9,2258,3010,1960,1
J14,1216,3,2277,3183,1967,1
J2,1186,4,2308,3299,2113,1
J47,1632,2,2318,3384,1752,1

TT,TWT,T_max,NT,,,
40179,224987,2113,42,,,
