Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J24,682,6,0,341,0,0
J4,800,5,2,417,0,0
J28,792,3,32,450,0,0
J25,878,9,46,524,0,0
J12,684,8,47,538,0,0
J16,690,5,50,615,0,0
J8,654,7,108,637,0,0
J15,706,6,128,641,0,0
J49,612,7,209,705,93,1
J5,988,7,247,778,0,0
J11,866,4,264,836,0,0
J39,718,2,324,853,135,1
J2,988,4,325,950,0,0
J37,734,9,371,981,247,1
J9,1024,8,464,1065,41,1
J10,874,5,537,1102,228,1
J6,1034,10,542,1124,90,1
J36,734,5,582,1176,442,1
J1,1058,7,605,1293,235,1
J3,906,8,671,1349,443,1
J32,964,3,696,1424,460,1
J14,852,3,784,1465,613,1
J27,662,10,818,1481,819,1
J31,886,9,826,1530,644,1
J35,1008,7,876,1575,567,1
J19,778,6,919,1619,841,1
J46,860,5,976,1670,810,1
J23,982,10,999,1700,718,1
J45,886,10,1077,1800,914,1
J7,1000,3,1134,1807,807,1
J34,1144,3,1151,1908,764,1
J22,730,1,1217,1919,1189,1
J43,1276,10,1236,2009,733,1
J17,990,2,1292,2030,1040,1
J21,928,5,1340,2046,1118,1
J30,986,4,1348,2120,1134,1
J26,912,1,1446,2179,1267,1
J18,924,8,1524,2274,1350,1
J29,1240,7,1595,2345,1105,1
J33,1110,5,1641,2431,1321,1
J40,1160,4,1669,2499,1339,1
J48,1050,4,1746,2510,1460,1
J44,1270,9,1834,2590,1320,1
J41,1110,9,1888,2695,1585,1
J13,1422,8,1942,2783,1361,1
J47,1294,2,2033,2870,1576,1
J38,1304,7,2051,2936,1632,1
J42,1402,2,2103,3014,1612,1
J20,1240,2,2148,3104,1864,1
J50,1222,8,2153,3214,1992,1

TT,TWT,T_max,NT,,,
35909,197039,1992,39,,,
