Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J37,1108,9,0,554,0,0
J9,1084,8,28,632,0,0
J41,624,9,30,669,45,1
J27,696,10,59,726,30,1
J33,750,5,116,793,43,1
J17,750,2,179,803,53,1
J26,632,1,221,819,187,1
J48,788,4,228,904,116,1
J2,930,4,289,938,8,1
J49,954,7,317,978,24,1
J40,768,4,349,1031,263,1
J18,786,8,385,1074,288,1
J12,1036,8,457,1082,46,1
J3,1022,8,498,1156,134,1
J10,1082,5,561,1234,152,1
J42,1032,2,606,1332,300,1
J20,928,2,611,1359,431,1
J28,1082,3,656,1446,364,1
J31,902,9,666,1498,596,1
J45,1056,10,757,1505,449,1
J23,842,10,830,1516,674,1
J13,856,8,874,1548,692,1
J21,820,5,900,1633,813,1
J36,810,5,954,1670,860,1
J6,678,10,1045,1678,1000,1
J1,1068,7,1100,1828,760,1
J46,904,5,1129,1892,988,1
J24,1174,6,1194,1919,745,1
J11,1062,4,1243,1959,897,1
J16,1088,5,1288,2039,951,1
J38,944,7,1298,2059,1115,1
J30,1056,4,1384,2084,1028,1
J44,1034,9,1457,2181,1147,1
J22,948,1,1538,2231,1283,1
J34,838,3,1609,2247,1409,1
J32,1056,3,1707,2367,1311,1
J15,1014,6,1729,2411,1397,1
J35,1108,7,1781,2480,1372,1
J19,1440,6,1873,2615,1175,1
J47,1326,2,1932,2639,1313,1
J29,1114,7,2004,2697,1583,1
J50,1344,8,2067,2761,1417,1
J4,1166,5,2128,2787,1621,1
J8,1118,7,2201,2914,1796,1
J7,1078,3,2283,2965,1887,1
J25,1140,9,2362,2980,1840,1
J43,1172,10,2440,3134,1962,1
J5,1486,7,2517,3260,1774,1
J14,1376,3,2616,3315,1939,1
J39,1298,2,2703,3372,2074,1

TT,TWT,T_max,NT,,,
42352,240218,2074,48,,,
