Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J26,940,1,0,470,0,0
J28,488,3,15,476,0,0
J9,1004,8,26,574,0,0
J21,560,5,56,583,23,1
J13,656,8,88,627,0,0
J17,826,2,111,704,0,0
J32,822,3,130,739,0,0
J15,878,6,204,807,0,0
J41,830,9,225,868,38,1
J29,946,7,316,928,0,0
J14,880,3,349,983,103,1
J1,968,7,392,1080,112,1
J6,1060,10,448,1144,84,1
J44,976,9,474,1158,182,1
J40,828,4,502,1192,364,1
J23,1094,10,518,1220,126,1
J4,1026,5,603,1260,234,1
J39,768,2,669,1286,518,1
J38,930,7,743,1347,417,1
J5,934,7,756,1423,489,1
J20,892,2,786,1475,583,1
J11,868,4,842,1541,673,1
J25,986,9,896,1560,574,1
J34,870,3,973,1611,741,1
J31,784,9,1023,1672,888,1
J7,918,3,1092,1710,792,1
J43,928,10,1108,1782,854,1
J42,1180,2,1167,1873,693,1
J48,966,4,1207,1927,961,1
J36,914,5,1229,1984,1070,1
J22,1018,1,1317,2016,998,1
J19,1064,6,1403,2091,1027,1
J8,1018,7,1483,2135,1117,1
J27,964,10,1531,2210,1246,1
J2,1178,4,1579,2290,1112,1
J12,1096,8,1657,2359,1263,1
J24,1064,6,1719,2387,1323,1
J35,950,7,1807,2490,1540,1
J46,1106,5,1848,2493,1387,1
J45,1052,10,1882,2569,1517,1
J33,1122,5,1943,2667,1545,1
J49,1120,7,1991,2680,1560,1
J30,1044,4,2054,2718,1674,1
J47,1072,2,2126,2851,1779,1
J37,1148,9,2133,2921,1773,1
J3,1050,8,2183,2939,1889,1
J16,1248,5,2275,3027,1779,1
J10,1370,5,2373,3141,1771,1
J18,1342,8,2470,3276,1934,1
J50,1324,8,2487,3370,2046,1

TT,TWT,T_max,NT,,,
40799,248399,2046,42,,,
