Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J42,672,2,0,336,0,0
J33,860,5,2,480,0,0
J18,860,8,55,562,0,0
J43,1026,10,68,652,0,0
J27,630,10,112,686,56,1
J44,754,9,131,720,0,0
J36,1014,5,169,813,0,0
J37,834,9,177,870,36,1
J34,946,3,203,880,0,0
J31,962,9,219,936,0,0
J6,984,10,304,985,1,1
J24,788,6,314,1007,219,1
J20,928,2,358,1100,172,1
J14,994,3,377,1181,187,1
J7,944,3,438,1205,261,1
J49,934,7,482,1251,317,1
J12,984,8,514,1293,309,1
J1,866,7,563,1322,456,1
J13,1050,8,609,1453,403,1
J41,976,9,704,1515,539,1
J38,1140,7,711,1596,456,1
J3,1140,8,753,1635,495,1
J29,1008,7,832,1694,686,1
J28,1096,3,844,1781,685,1
J8,952,7,913,1804,852,1
J19,936,6,937,1815,879,1
J46,1138,5,948,1914,776,1
J21,998,5,1024,1937,939,1
J26,916,1,1122,1986,1070,1
J48,890,4,1195,2014,1124,1
J10,1020,5,1256,2064,1044,1
J32,924,3,1331,2148,1224,1
J30,806,4,1354,2152,1346,1
J45,1130,10,1427,2198,1068,1
J39,830,2,1451,2209,1379,1
J17,1194,2,1509,2351,1157,1
J35,970,7,1593,2386,1416,1
J11,1222,4,1681,2479,1257,1
J4,1114,5,1747,2545,1431,1
J5,1292,7,1792,2586,1294,1
J2,1056,4,1889,2652,1596,1
J22,910,1,1941,2684,1774,1
J50,1150,8,1943,2738,1588,1
J47,1044,2,2033,2789,1745,1
J40,1258,4,2118,2886,1628,1
J23,1304,10,2181,2960,1656,1
J25,974,9,2266,2975,2001,1
J16,1118,5,2273,3114,1996,1
J9,1332,8,2320,3182,1850,1
J15,1332,6,2405,3313,1981,1

TT,TWT,T_max,NT,,,
41349,222522,2001,42,,,
