Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,638,2,0,319,0,0
J5,772,7,2,426,0,0
J10,790,5,9,500,0,0
J22,978,1,43,617,0,0
J31,956,9,76,695,0,0
J13,846,8,78,718,0,0
J9,706,8,103,724,18,1
J42,746,2,108,737,0,0
J46,844,5,161,858,14,1
J19,816,6,214,876,60,1
J7,850,3,253,887,37,1
J40,1042,4,309,1008,0,0
J16,1042,5,362,1061,19,1
J18,872,8,431,1069,197,1
J48,1006,4,446,1161,155,1
J27,926,10,497,1181,255,1
J37,896,9,595,1264,368,1
J29,836,7,628,1337,501,1
J33,842,5,723,1359,517,1
J8,936,7,760,1433,497,1
J17,974,2,853,1460,486,1
J39,972,2,871,1556,584,1
J45,932,10,931,1569,637,1
J23,1060,10,945,1692,632,1
J25,1050,9,969,1702,652,1
J44,750,9,988,1783,1033,1
J36,1048,5,1018,1792,744,1
J11,1144,4,1076,1883,739,1
J3,942,8,1148,1922,980,1
J28,980,3,1178,1996,1016,1
J35,1204,7,1227,2080,876,1
J30,1052,4,1318,2090,1038,1
J34,964,3,1389,2182,1218,1
J21,1116,5,1462,2254,1138,1
J24,986,6,1517,2274,1288,1
J50,1016,8,1536,2295,1279,1
J41,1122,9,1586,2375,1253,1
J4,1204,5,1624,2451,1247,1
J32,1150,3,1709,2544,1394,1
J1,1140,7,1764,2619,1479,1
J2,1186,4,1813,2687,1501,1
J6,1062,10,1823,2730,1668,1
J38,1148,7,1846,2762,1614,1
J12,1226,8,1924,2852,1626,1
J15,1340,6,2002,2902,1562,1
J14,1216,3,2075,3025,1809,1
J43,1326,10,2106,3036,1710,1
J49,1056,7,2196,3072,2016,1
J26,1224,1,2221,3190,1966,1
J47,1632,2,2318,3359,1727,1

TT,TWT,T_max,NT,,,
39550,234024,2016,42,,,
