Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,638,2,0,319,0,0
J19,816,6,2,410,0,0
J5,772,7,41,510,0,0
J9,706,8,48,516,0,0
J44,750,9,53,597,0,0
J10,790,5,83,653,0,0
J7,850,3,117,679,0,0
J33,842,5,173,755,0,0
J13,846,8,210,840,0,0
J48,1006,4,235,925,0,0
J40,1042,4,286,1023,0,0
J12,1226,8,339,1098,0,0
J35,1204,7,417,1182,0,0
J42,746,2,508,1195,449,1
J15,1340,6,561,1340,0,0
J18,872,8,634,1385,513,1
J47,1632,2,649,1571,0,0
J41,1122,9,736,1673,551,1
J43,1326,10,774,1688,362,1
J27,926,10,864,1735,809,1
J26,1224,1,962,1830,606,1
J14,1216,3,1059,1994,778,1
J4,1204,5,1090,2065,861,1
J2,1186,4,1175,2133,947,1
J32,1150,3,1185,2226,1076,1
J38,1148,7,1240,2258,1110,1
J11,1144,4,1318,2314,1170,1
J1,1140,7,1390,2408,1268,1
J21,1116,5,1439,2480,1364,1
J30,1052,4,1494,2520,1468,1
J6,1062,10,1565,2563,1501,1
J23,1060,10,1588,2692,1632,1
J49,1056,7,1612,2695,1639,1
J50,1016,8,1637,2716,1700,1
J3,942,8,1687,2755,1813,1
J16,1042,5,1717,2808,1766,1
J25,1050,9,1786,2818,1768,1
J36,1048,5,1805,2890,1842,1
J24,986,6,1863,2910,1924,1
J28,980,3,1882,3018,2038,1
J17,974,2,1931,3045,2071,1
J22,978,1,1949,3179,2201,1
J39,972,2,1982,3252,2280,1
J34,964,3,2042,3327,2363,1
J31,956,9,2115,3401,2445,1
J8,936,7,2117,3433,2497,1
J45,932,10,2210,3446,2514,1
J37,896,9,2224,3552,2656,1
J46,844,5,2257,3661,2817,1
J29,836,7,2310,3734,2898,1

TT,TWT,T_max,NT,,,
55697,333358,2898,35,,,
