Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,928,2,0,464,0,0
J42,672,2,19,515,0,0
J44,754,9,21,553,0,0
J37,834,9,59,619,0,0
J2,1056,4,85,732,0,0
J18,860,8,137,814,0,0
J13,1050,8,150,878,0,0
J14,994,3,245,960,0,0
J28,1096,3,306,1047,0,0
J38,1140,7,375,1135,0,0
J23,1304,10,417,1161,0,0
J5,1292,7,502,1202,0,0
J9,1332,8,599,1300,0,0
J24,788,6,684,1322,534,1
J48,890,4,728,1344,454,1
J19,936,6,789,1445,509,1
J15,1332,6,800,1650,318,1
J11,1222,4,819,1743,521,1
J40,1258,4,885,1783,525,1
J30,806,4,948,1785,979,1
J17,1194,2,1021,1915,721,1
J50,1150,8,1105,1965,815,1
J3,1140,8,1195,2052,912,1
J1,866,7,1274,2076,1210,1
J46,1138,5,1320,2157,1019,1
J45,1130,10,1396,2168,1038,1
J16,1118,5,1420,2265,1147,1
J4,1114,5,1467,2347,1233,1
J27,630,10,1512,2381,1751,1
J47,1044,2,1531,2432,1388,1
J10,1020,5,1616,2482,1462,1
J29,1008,7,1691,2542,1534,1
J43,1026,10,1703,2662,1636,1
J21,998,5,1747,2685,1687,1
J36,1014,5,1845,2787,1773,1
J32,924,3,1853,2871,1947,1
J12,984,8,1876,2893,1909,1
J6,984,10,1925,2939,1955,1
J41,976,9,1935,3001,2025,1
J35,970,7,1942,3056,2086,1
J25,974,9,2030,3072,2098,1
J31,962,9,2037,3225,2263,1
J8,952,7,2122,3291,2339,1
J7,944,3,2146,3351,2407,1
J34,946,3,2190,3481,2535,1
J49,934,7,2206,3564,2630,1
J26,916,1,2238,3599,2683,1
J22,910,1,2311,3665,2755,1
J39,830,2,2313,3675,2845,1
J33,860,5,2371,3821,2961,1

TT,TWT,T_max,NT,,,
58604,329460,2961,37,,,
