subdir,instance,TT,TWT,T_max,NT,time
50j_10m,instance_2.csv,56544,344948,2975,35,203.9325
50j_10m,instance_3.csv,59495,340604,3012,35,204.9397
50j_10m,instance_4.csv,55697,333358,2898,35,205.1269
50j_10m,instance_5.csv,55022,312691,2873,36,203.8399
50j_10m,instance_6.csv,59812,313038,2860,37,202.4088
50j_10m,instance_7.csv,62420,352704,3039,36,204.1416
50j_10m,instance_8.csv,61192,369463,2929,37,203.9464
50j_10m,instance_9.csv,54018,307646,2629,36,203.5109
50j_10m,instance_1.csv,58604,329460,2961,37,203.2168
50j_10m,instance_10.csv,56586,310479,2915,34,204.3256
