Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J49,768,7,0,384,0,0
J38,812,7,14,420,0,0
J21,670,5,47,467,0,0
J41,724,9,77,527,0,0
J14,722,3,114,579,0,0
J27,818,10,192,670,0,0
J37,818,9,197,673,0,0
J9,914,8,291,779,0,0
J34,1018,3,333,885,0,0
J29,962,7,380,956,0,0
J7,1102,3,429,1054,0,0
J1,1222,7,487,1185,0,0
J18,1250,8,505,1237,0,0
J31,1352,9,601,1312,0,0
J25,1500,9,680,1447,0,0
J35,1554,7,753,1530,0,0
J15,734,6,844,1608,874,1
J10,792,5,914,1667,875,1
J13,998,8,935,1730,732,1
J26,1232,1,1026,1789,557,1
J3,1232,8,1106,1888,656,1
J46,1186,5,1179,1967,781,1
J20,1226,2,1269,2060,834,1
J32,1218,3,1316,2129,911,1
J16,1212,5,1394,2201,989,1
J11,1204,4,1447,2296,1092,1
J50,1124,8,1458,2300,1176,1
J48,1154,4,1542,2358,1204,1
J22,1138,1,1588,2466,1328,1
J6,1104,10,1625,2558,1454,1
J5,1230,7,1635,2618,1388,1
J43,1078,10,1731,2671,1593,1
J47,1092,2,1770,2747,1655,1
J33,1016,5,1828,2758,1742,1
J30,1030,4,1885,2811,1781,1
J36,1152,5,1896,2878,1726,1
J24,1026,6,1988,2943,1917,1
J17,1022,2,2049,3030,2008,1
J42,956,2,2100,3032,2076,1
J40,938,4,2147,3065,2127,1
J28,936,3,2159,3166,2230,1
J44,926,9,2241,3202,2276,1
J8,908,7,2245,3265,2357,1
J23,906,10,2315,3286,2380,1
J39,886,2,2378,3352,2466,1
J45,836,10,2430,3357,2521,1
J12,882,8,2480,3442,2560,1
J4,844,5,2568,3529,2685,1
J2,812,4,2659,3532,2720,1
J19,656,6,2736,3571,2915,1

TT,TWT,T_max,NT,,,
56586,310479,2915,34,,,
