instance_id,objective,computing_time
20j_5m_1,4671,0.04025912284851074
20j_5m_2,4450,0.04122805595397949
20j_5m_3,5975,0.03525519371032715
20j_5m_4,5769,0.03581428527832031
20j_5m_5,5640,0.034110069274902344
20j_5m_6,4615,0.04237985610961914
20j_5m_7,4938,0.04024386405944824
20j_5m_8,4469,0.040026187896728516
20j_5m_9,4166,0.0403590202331543
20j_5m_10,5145,0.03491401672363281
