instance_id,objective,computing_time
50j_10m_1,44300,0.9766483306884766
50j_10m_2,44113,0.7823488712310791
50j_10m_3,39515,0.8438477516174316
50j_10m_4,38113,1.03934907913208
50j_10m_5,41397,0.9843940734863281
50j_10m_6,41045,0.9608511924743652
50j_10m_7,43661,0.887476921081543
50j_10m_8,45794,0.8349339962005615
50j_10m_9,43248,0.7577357292175293
50j_10m_10,45846,0.770228385925293
