Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J49,768,7,0,384,0,0
J38,812,7,14,420,0,0
J10,792,5,47,479,0,0
J21,670,5,68,501,0,0
J41,724,9,98,551,0,0
J19,656,6,135,590,0,0
J23,906,10,162,689,0,0
J15,734,6,225,790,56,1
J45,836,10,295,796,0,0
J27,818,10,345,905,87,1
J37,818,9,350,934,116,1
J12,882,8,444,1019,137,1
J1,1222,7,532,1160,0,0
J26,1232,1,550,1222,0,0
J8,908,7,630,1287,379,1
J9,914,8,700,1317,403,1
J29,962,7,742,1376,414,1
J44,926,9,791,1428,502,1
J43,1078,10,795,1481,403,1
J13,998,8,834,1551,553,1
J31,1352,9,925,1658,306,1
J6,1104,10,1004,1756,652,1
J24,1026,6,1014,1821,795,1
J2,812,4,1075,1824,1012,1
J18,1250,8,1152,1891,641,1
J33,1016,5,1248,1902,886,1
J40,938,4,1305,1954,1016,1
J4,844,5,1317,2057,1213,1
J25,1500,9,1408,2197,697,1
J50,1124,8,1481,2201,1077,1
J3,1232,8,1565,2326,1094,1
J36,1152,5,1638,2393,1241,1
J30,1030,4,1730,2446,1416,1
J5,1230,7,1741,2506,1276,1
J7,1102,3,1837,2581,1479,1
J14,722,3,1895,2602,1880,1
J46,1186,5,1973,2684,1498,1
J28,936,3,2063,2758,1822,1
J16,1212,5,2145,2830,1618,1
J42,956,2,2198,2832,1876,1
J48,1154,4,2245,2954,1800,1
J34,1018,3,2291,3023,2005,1
J35,1554,7,2338,3128,1574,1
J11,1204,4,2429,3223,2019,1
J39,886,2,2440,3252,2366,1
J32,1218,3,2492,3342,2124,1
J47,1092,2,2570,3418,2326,1
J17,1022,2,2628,3505,2483,1
J20,1226,2,2679,3598,2372,1
J22,1138,1,2726,3680,2542,1

TT,TWT,T_max,NT
48156,202506,2542,40

Metric,Value
Objective optimized,NT
Runtime (s),8.691609144210815
Iterations,10
k,4
Seed,42
