Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,772,7,0,386,0,0
J22,978,1,7,519,0,0
J10,790,5,40,575,0,0
J24,986,6,74,595,0,0
J9,706,8,93,631,0,0
J20,638,2,98,761,123,1
J30,1052,4,100,777,0,0
J39,972,2,171,894,0,0
J28,980,3,231,977,0,0
J44,750,9,280,1058,308,1
J18,872,8,310,1066,194,1
J13,846,8,325,1089,243,1
J48,1006,4,350,1157,151,1
J3,942,8,401,1203,261,1
J33,842,5,431,1245,403,1
J19,816,6,468,1299,483,1
J2,1186,4,507,1442,256,1
J31,956,9,517,1516,560,1
J11,1144,4,519,1572,428,1
J45,932,10,591,1585,653,1
J23,1060,10,605,1684,624,1
J29,836,7,629,1757,921,1
J27,926,10,724,1775,849,1
J38,1148,7,822,1807,659,1
J1,1140,7,900,1882,742,1
J41,1122,9,949,1953,831,1
J46,844,5,987,2051,1207,1
J37,896,9,1040,2078,1182,1
J8,936,7,1073,2110,1174,1
J43,1326,10,1166,2147,821,1
J42,746,2,1256,2173,1427,1
J6,1062,10,1309,2216,1154,1
J34,964,3,1332,2293,1329,1
J12,1226,8,1405,2365,1139,1
J7,850,3,1483,2370,1520,1
J16,1042,5,1539,2454,1412,1
J40,1042,4,1608,2537,1495,1
J14,1216,3,1661,2632,1416,1
J21,1116,5,1692,2689,1573,1
J17,974,2,1747,2716,1742,1
J4,1204,5,1765,2787,1583,1
J25,1050,9,1850,2799,1749,1
J35,1204,7,1869,2902,1698,1
J36,1048,5,1960,2911,1863,1
J49,1056,7,2018,2923,1867,1
J50,1016,8,2043,2956,1940,1
J32,1150,3,2093,3070,1920,1
J26,1224,1,2148,3157,1933,1
J15,1340,6,2245,3270,1930,1
J47,1632,2,2318,3424,1792,1

TT,TWT,T_max,NT
45555,256982,1940,42

Metric,Value
Objective optimized,T_max
Runtime (s),9.91149091720581
Iterations,5
k,4
Seed,42
