Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,928,2,0,464,0,0
J22,910,1,19,502,0,0
J37,834,9,21,570,0,0
J36,1014,5,47,741,0,0
J14,994,3,55,830,0,0
J44,754,9,116,864,110,1
J12,984,8,154,886,0,0
J6,984,10,203,964,0,0
J27,630,10,213,998,368,1
J49,934,7,232,1055,121,1
J24,788,6,264,1077,289,1
J13,1050,8,308,1179,129,1
J18,860,8,403,1261,401,1
J31,962,9,416,1299,337,1
J39,830,2,501,1309,479,1
J1,866,7,559,1333,467,1
J41,976,9,605,1401,425,1
J43,1026,10,612,1508,482,1
J38,1140,7,656,1593,453,1
J17,1194,2,698,1654,460,1
J16,1118,5,782,1751,633,1
J35,970,7,829,1762,792,1
J19,936,6,917,1773,837,1
J8,952,7,928,1809,857,1
J33,860,5,952,1871,1011,1
J21,998,5,1005,1904,906,1
J25,974,9,1103,1916,942,1
J45,1130,10,1110,1951,821,1
J48,890,4,1134,1999,1109,1
J4,1114,5,1195,2138,1024,1
J26,916,1,1240,2161,1245,1
J28,1096,3,1313,2291,1195,1
J42,672,2,1382,2346,1674,1
J30,806,4,1384,2348,1542,1
J47,1044,2,1457,2415,1371,1
J29,1008,7,1542,2474,1466,1
J46,1138,5,1554,2555,1417,1
J50,1150,8,1630,2582,1432,1
J32,924,3,1720,2666,1742,1
J3,1140,8,1743,2705,1565,1
J9,1332,8,1822,2773,1441,1
J34,946,3,1907,2783,1837,1
J10,1020,5,1923,2833,1813,1
J2,1056,4,1998,2898,1842,1
J7,944,3,2050,2922,1978,1
J23,1304,10,2094,2998,1694,1
J11,1222,4,2179,3091,1869,1
J15,1332,6,2245,3185,1853,1
J40,1258,4,2264,3228,1970,1
J5,1292,7,2327,3270,1978,1

TT,TWT,T_max,NT
46377,247349,1978,43

Metric,Value
Objective optimized,T_max
Runtime (s),7.045263767242432
Iterations,5
k,4
Seed,42
