subdir,instance,TT,TWT,T_max,NT,time
50j_10m,instance_1.csv,42127,240891,2146,43,15.3498
50j_10m,instance_10.csv,44376,214721,2181,42,11.0204
50j_10m,instance_2.csv,39878,220083,1999,43,8.691
