Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J33,358,5,0,179,0,0
J44,870,9,3,471,0,0
J31,934,9,8,520,0,0
J18,1140,8,37,678,0,0
J50,778,8,44,738,0,0
J45,718,10,143,775,57,1
J30,664,4,167,845,181,1
J6,906,10,209,880,0,0
J23,1098,10,268,1032,0,0
J42,970,2,275,1061,91,1
J27,1038,10,286,1119,81,1
J10,916,5,301,1126,210,1
J38,822,7,344,1168,346,1
J41,1158,9,414,1203,45,1
J25,644,9,474,1227,583,1
J29,638,7,528,1249,611,1
J13,822,8,611,1254,432,1
J43,1090,10,634,1285,195,1
J34,1078,3,694,1473,395,1
J49,854,7,703,1523,669,1
J20,902,2,768,1658,756,1
J1,878,7,824,1705,827,1
J9,904,8,892,1727,823,1
J24,1098,6,976,1779,681,1
J37,1016,9,1050,1887,871,1
J15,850,6,1122,1890,1040,1
J21,1028,5,1219,2016,988,1
J35,1090,7,1235,2043,953,1
J19,954,6,1270,2053,1099,1
J12,1074,8,1339,2144,1070,1
J46,1116,5,1429,2248,1132,1
J40,882,4,1481,2307,1425,1
J5,862,7,1559,2341,1479,1
J47,866,2,1646,2360,1494,1
J4,1212,5,1685,2457,1245,1
J3,1424,8,1757,2550,1126,1
J48,1174,4,1800,2620,1446,1
J7,824,3,1814,2631,1807,1
J2,1106,4,1881,2702,1596,1
J14,1128,3,1921,2764,1636,1
J8,1132,7,1941,2814,1682,1
J26,896,1,2030,2818,1922,1
J28,928,3,2097,2875,1947,1
J36,982,5,2182,2909,1927,1
J39,1084,2,2206,2987,1903,1
J32,1028,3,2253,3084,2056,1
J22,1034,1,2317,3094,2060,1
J16,1150,5,2358,3225,2075,1
J11,1288,4,2415,3307,2019,1
J17,1258,2,2507,3342,2084,1

TT,TWT,T_max,NT
47065,212032,2084,43

Metric,Value
Objective optimized,T_max
Runtime (s),8.266910076141357
Iterations,5
k,4
Seed,42
