Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J49,768,7,0,384,0,0
J38,812,7,14,420,0,0
J21,670,5,47,467,0,0
J19,656,6,77,506,0,0
J23,906,10,104,605,0,0
J15,734,6,167,706,0,0
J45,836,10,237,712,0,0
J27,818,10,287,821,3,1
J41,724,9,292,866,142,1
J37,818,9,329,873,55,1
J12,882,8,423,958,76,1
J9,914,8,511,1038,124,1
J29,962,7,553,1110,148,1
J44,926,9,602,1178,252,1
J43,1078,10,606,1231,153,1
J13,998,8,645,1331,333,1
J31,1352,9,736,1438,86,1
J6,1104,10,815,1536,432,1
J4,844,5,825,1623,779,1
J25,1500,9,916,1704,204,1
J50,1124,8,989,1708,584,1
J10,792,5,1073,1767,975,1
J8,908,7,1094,1826,918,1
J18,1250,8,1164,1880,630,1
J3,1232,8,1260,1979,747,1
J30,1030,4,1333,2032,1002,1
J5,1230,7,1344,2092,862,1
J2,812,4,1440,2095,1283,1
J40,938,4,1517,2123,1185,1
J36,1152,5,1529,2235,1083,1
J24,1026,6,1621,2302,1276,1
J33,1016,5,1682,2313,1297,1
J46,1186,5,1739,2412,1226,1
J14,722,3,1829,2433,1711,1
J1,1222,7,1907,2586,1364,1
J16,1212,5,1925,2658,1446,1
J42,956,2,1978,2684,1728,1
J35,1554,7,2025,2818,1264,1
J34,1018,3,2116,2850,1832,1
J7,1102,3,2163,2950,1848,1
J28,936,3,2221,3024,2088,1
J48,1154,4,2303,3069,1915,1
J11,1204,4,2349,3165,1961,1
J39,886,2,2360,3194,2308,1
J47,1092,2,2412,3282,2190,1
J32,1218,3,2470,3360,2142,1
J17,1022,2,2548,3462,2440,1
J20,1226,2,2599,3555,2329,1
J26,1232,1,2646,3614,2382,1
J22,1138,1,2726,3696,2558,1

TT,TWT,T_max,NT
49361,191238,2558,43

Metric,Value
Objective optimized,TWT
Runtime (s),6.0813398361206055
Iterations,5
k,4
Seed,42
