Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J1,770,7,0,385,0,0
J33,716,5,16,453,0,0
J42,792,2,32,549,0,0
J25,632,9,74,559,0,0
J31,806,9,76,645,0,0
J6,624,10,121,683,59,1
J26,1062,1,138,740,0,0
J30,836,4,149,811,0,0
J50,664,8,206,840,176,1
J7,1042,3,264,888,0,0
J40,1122,4,293,1003,0,0
J44,920,9,328,1026,106,1
J48,818,4,371,1108,290,1
J45,920,10,384,1148,228,1
J12,874,8,431,1163,289,1
J32,1020,3,470,1171,151,1
J11,1064,4,528,1319,255,1
J2,960,4,552,1418,458,1
J10,836,5,642,1493,657,1
J36,866,5,689,1515,649,1
J15,1068,6,741,1567,499,1
J20,1030,2,816,1606,576,1
J23,848,10,860,1623,775,1
J9,990,8,882,1658,668,1
J13,1138,8,976,1709,571,1
J17,1282,2,978,1807,525,1
J43,934,10,1052,1845,911,1
J35,1056,7,1134,1945,889,1
J46,1026,5,1175,2000,974,1
J37,1258,9,1209,2055,797,1
J3,1080,8,1266,2112,1032,1
J16,1154,5,1329,2165,1011,1
J34,770,3,1336,2218,1448,1
J38,1354,7,1432,2284,930,1
J22,1100,1,1471,2293,1193,1
J27,1078,10,1509,2359,1281,1
J39,900,2,1580,2394,1494,1
J21,966,5,1654,2442,1476,1
J8,1036,7,1717,2519,1483,1
J41,1258,9,1733,2556,1298,1
J18,1166,8,1785,2629,1463,1
J29,978,7,1881,2665,1687,1
J28,1200,3,1958,2715,1515,1
J24,1322,6,2052,2825,1503,1
J47,1324,2,2128,2904,1580,1
J4,1240,5,2224,2951,1711,1
J14,1186,3,2297,3048,1862,1
J19,1226,6,2302,3108,1882,1
J49,1156,7,2396,3205,2049,1
J5,1314,7,2429,3306,1992,1

TT,TWT,T_max,NT
40393,233328,2049,41

Metric,Value
Objective optimized,TT
Runtime (s),54.40935301780701
Iterations,10
d,25
Seed,42
