Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J1,770,7,0,385,0,0
J33,716,5,16,453,0,0
J25,632,9,32,463,0,0
J31,806,9,34,556,0,0
J6,624,10,79,610,0,0
J11,1064,4,96,736,0,0
J10,836,5,120,811,0,0
J40,1122,4,167,893,0,0
J15,1068,6,202,930,0,0
J35,1056,7,277,1032,0,0
J22,1100,1,318,1041,0,0
J49,1156,7,356,1138,0,0
J5,1314,7,389,1231,0,0
J24,1322,6,446,1314,0,0
J12,874,8,522,1329,455,1
J30,836,4,561,1381,545,1
J23,848,10,618,1398,550,1
J50,664,8,640,1427,763,1
J44,920,9,698,1486,566,1
J34,770,3,741,1576,806,1
J36,866,5,837,1615,749,1
J48,818,4,889,1702,884,1
J7,1042,3,902,1734,692,1
J45,920,10,931,1774,854,1
J46,1026,5,978,1829,803,1
J21,966,5,1012,1877,911,1
J3,1080,8,1075,1934,854,1
J28,1200,3,1138,1984,784,1
J39,900,2,1232,2007,1107,1
J13,1138,8,1306,2055,917,1
J17,1282,2,1308,2153,871,1
J20,1030,2,1382,2192,1162,1
J41,1258,9,1426,2224,966,1
J37,1258,9,1478,2279,1021,1
J43,934,10,1535,2317,1383,1
J2,960,4,1617,2446,1486,1
J4,1240,5,1707,2493,1253,1
J47,1324,2,1780,2572,1248,1
J42,792,2,1876,2604,1812,1
J14,1186,3,1918,2701,1515,1
J18,1166,8,1923,2774,1608,1
J26,1062,1,2019,2776,1714,1
J29,978,7,2030,2855,1877,1
J38,1354,7,2107,2947,1593,1
J9,990,8,2146,2975,1985,1
J32,1020,3,2240,2983,1963,1
J27,1078,10,2298,3075,1997,1
J8,1036,7,2369,3152,2116,1
J16,1154,5,2385,3233,2079,1
J19,1226,6,2392,3293,2067,1

TT,TWT,T_max,NT
43956,247006,2116,36

Metric,Value
Objective optimized,NT
Runtime (s),28.06448221206665
Iterations,10
d,25
Seed,42
