Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,724,8,0,362,0,0
J5,810,7,10,445,0,0
J11,880,4,41,539,0,0
J40,888,4,65,622,0,0
J24,794,6,111,702,0,0
J45,686,10,137,714,28,1
J28,838,3,155,786,0,0
J22,1192,1,193,807,0,0
J44,820,9,231,832,12,1
J15,840,6,265,911,71,1
J39,970,2,335,999,29,1
J27,972,10,343,1047,75,1
J16,930,5,402,1056,126,1
J42,874,2,404,1176,302,1
J2,1288,4,432,1276,0,0
J41,862,9,436,1300,438,1
J23,740,10,463,1313,573,1
J19,922,6,517,1354,432,1
J37,892,9,614,1405,513,1
J31,880,9,693,1454,574,1
J35,886,7,757,1482,596,1
J38,848,7,831,1578,730,1
J21,984,5,888,1637,653,1
J1,1138,7,952,1687,549,1
J20,962,2,1017,1692,730,1
J34,944,3,1082,1737,793,1
J25,1056,9,1144,1792,736,1
J6,1152,10,1184,1860,708,1
J32,940,3,1236,1952,1012,1
J47,1044,2,1320,2010,966,1
J9,1050,8,1394,2051,1001,1
J49,1006,7,1422,2088,1082,1
J33,952,5,1450,2111,1159,1
J10,1040,5,1497,2244,1204,1
J48,1288,4,1542,2306,1018,1
J13,1280,8,1568,2391,1111,1
J4,1096,5,1662,2392,1296,1
J12,898,8,1749,2405,1507,1
J17,1004,2,1817,2510,1506,1
J43,1136,10,1900,2561,1425,1
J14,1210,3,1962,2707,1497,1
J50,1124,8,2033,2727,1603,1
J26,910,1,2111,2828,1918,1
J7,904,3,2186,2829,1925,1
J30,1252,4,2221,2959,1707,1
J46,1300,5,2310,3052,1752,1
J8,1170,7,2373,3060,1890,1
J29,1286,7,2462,3212,1926,1
J36,1376,5,2502,3262,1886,1
J18,1142,8,2540,3285,2143,1

TT,TWT,T_max,NT
41202,233841,2143,42

Metric,Value
Objective optimized,TT
Runtime (s),47.46119403839111
Iterations,10
d,25
Seed,42
