Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J49,768,7,0,384,0,0
J34,1018,3,14,523,0,0
J44,926,9,61,577,0,0
J38,812,7,65,608,0,0
J10,792,5,98,667,0,0
J21,670,5,119,689,19,1
J27,818,10,149,769,0,0
J41,724,9,154,814,90,1
J23,906,10,191,835,0,0
J12,882,8,254,920,38,1
J39,886,2,342,949,63,1
J45,836,10,394,954,118,1
J24,1026,6,444,1097,71,1
J42,956,2,505,1132,176,1
J15,734,6,552,1210,476,1
J6,1104,10,622,1302,198,1
J1,1222,7,632,1392,170,1
J8,908,7,650,1445,537,1
J9,914,8,720,1475,561,1
J33,1016,5,762,1486,470,1
J19,656,6,819,1525,869,1
J2,812,4,846,1528,716,1
J4,844,5,923,1617,773,1
J43,1078,10,1014,1670,592,1
J14,722,3,1053,1691,969,1
J7,1102,3,1131,1772,670,1
J40,938,4,1189,1800,862,1
J36,1152,5,1201,1873,721,1
J30,1030,4,1293,1926,896,1
J13,998,8,1304,1989,991,1
J37,818,9,1395,1992,1174,1
J22,1138,1,1489,2122,984,1
J29,962,7,1526,2155,1193,1
J28,936,3,1575,2238,1302,1
J17,1022,2,1657,2335,1313,1
J20,1226,2,1708,2428,1202,1
J16,1212,5,1755,2500,1288,1
J26,1232,1,1808,2559,1327,1
J47,1092,2,1888,2635,1543,1
J48,1154,4,1946,2667,1513,1
J11,1204,4,1992,2762,1558,1
J50,1124,8,2003,2766,1642,1
J46,1186,5,2087,2859,1673,1
J32,1218,3,2177,2931,1713,1
J25,1500,9,2255,3012,1512,1
J5,1230,7,2328,3072,1842,1
J18,1250,8,2424,3124,1874,1
J3,1232,8,2520,3223,1991,1
J31,1352,9,2593,3288,1936,1
J35,1554,7,2672,3449,1895,1

TT,TWT,T_max,NT
41521,227986,1991,43

Metric,Value
Objective optimized,TT
Runtime (s),49.08349895477295
Iterations,10
d,25
Seed,42
