Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,724,8,0,362,0,0
J5,810,7,10,445,0,0
J40,888,4,41,530,0,0
J11,880,4,87,603,0,0
J39,970,2,111,691,0,0
J28,838,3,119,763,0,0
J27,972,10,157,811,0,0
J22,1192,1,216,850,0,0
J37,892,9,254,901,9,1
J42,874,2,333,1030,156,1
J48,1288,4,361,1092,0,0
J20,962,2,387,1109,147,1
J24,794,6,452,1222,428,1
J44,820,9,478,1247,427,1
J31,880,9,512,1296,416,1
J38,848,7,576,1392,544,1
J33,952,5,633,1395,443,1
J35,886,7,680,1433,547,1
J45,686,10,754,1445,759,1
J16,930,5,772,1463,533,1
J12,898,8,774,1520,622,1
J15,840,6,842,1624,784,1
J29,1286,7,912,1764,478,1
J25,1056,9,952,1818,762,1
J46,1300,5,992,1932,632,1
J23,740,10,1055,1945,1205,1
J6,1152,10,1109,2019,867,1
J17,1004,2,1161,2107,1103,1
J9,1050,8,1244,2148,1098,1
J43,1136,10,1272,2169,1033,1
J34,944,3,1334,2214,1270,1
J49,1006,7,1396,2251,1245,1
J41,862,9,1424,2275,1413,1
J10,1040,5,1451,2372,1332,1
J32,940,3,1496,2464,1524,1
J19,922,6,1580,2498,1576,1
J26,910,1,1677,2594,1684,1
J2,1288,4,1752,2693,1405,1
J14,1210,3,1756,2766,1556,1
J8,1170,7,1827,2774,1604,1
J21,984,5,1916,2833,1849,1
J50,1124,8,1980,2836,1712,1
J7,904,3,2058,2837,1933,1
J30,1252,4,2093,2928,1676,1
J47,1044,2,2182,2986,1942,1
J4,1096,5,2256,2987,1891,1
J1,1138,7,2343,3077,1939,1
J18,1142,8,2408,3086,1944,1
J13,1280,8,2493,3221,1941,1
J36,1376,5,2587,3320,1944,1

TT,TWT,T_max,NT
46373,268319,1944,41

Metric,Value
Objective optimized,T_max
Runtime (s),39.70205903053284
Iterations,10
d,25
Seed,42
