Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J37,1108,9,0,554,0,0
J9,1084,8,28,632,0,0
J27,696,10,30,689,0,0
J23,842,10,87,700,0,0
J6,678,10,131,723,45,1
J41,624,9,186,761,137,1
J1,1068,7,215,877,0,0
J2,930,4,244,911,0,0
J13,856,8,272,943,87,1
J31,902,9,298,995,93,1
J44,1034,9,389,1069,35,1
J45,1056,10,470,1089,33,1
J18,786,8,543,1154,368,1
J3,1022,8,615,1220,198,1
J49,954,7,678,1298,344,1
J16,1088,5,710,1378,290,1
J26,632,1,720,1394,762,1
J48,788,4,727,1479,691,1
J40,768,4,788,1532,764,1
J50,1344,8,824,1583,239,1
J43,1172,10,885,1651,479,1
J25,1140,9,962,1660,520,1
J46,904,5,1040,1733,829,1
J11,1062,4,1105,1773,711,1
J29,1114,7,1150,1832,718,1
J38,944,7,1213,1852,908,1
J33,750,5,1299,1919,1169,1
J42,1032,2,1362,2017,985,1
J15,1014,6,1367,2031,1017,1
J35,1108,7,1419,2100,992,1
J36,810,5,1511,2137,1327,1
J21,820,5,1602,2222,1402,1
J12,1036,8,1656,2230,1194,1
J8,1118,7,1697,2334,1216,1
J7,1078,3,1779,2389,1311,1
J24,1174,6,1858,2455,1281,1
J10,1082,5,1907,2584,1502,1
J4,1166,5,1952,2599,1433,1
J28,1082,3,2025,2700,1618,1
J5,1486,7,2035,2851,1365,1
J19,1440,6,2134,2965,1525,1
J34,838,3,2193,2966,2128,1
J30,1056,4,2291,3024,1968,1
J14,1376,3,2364,3100,1724,1
J32,1056,3,2451,3196,2140,1
J17,750,2,2473,3206,2456,1
J39,1298,2,2515,3277,1979,1
J20,928,2,2591,3378,2450,1
J47,1326,2,2636,3402,2076,1
J22,948,1,2708,3497,2549,1

TT,TWT,T_max,NT
47058,197324,2549,44

Metric,Value
Objective optimized,TWT
Runtime (s),65.08393597602844
Iterations,10
d,25
Seed,42
