Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J12,1110,8,0,555,0,0
J50,852,8,19,650,0,0
J35,782,7,38,655,0,0
J44,880,9,39,672,0,0
J28,834,3,90,826,0,0
J42,698,2,152,856,158,1
J49,828,7,177,951,123,1
J7,810,3,189,967,157,1
J17,938,2,202,1011,73,1
J48,634,4,262,1017,383,1
J40,1012,4,338,1048,36,1
J3,722,8,397,1075,353,1
J1,758,7,415,1081,323,1
J23,840,10,427,1173,333,1
J6,1132,10,439,1246,114,1
J15,990,6,515,1261,271,1
J47,912,2,579,1292,380,1
J22,726,1,612,1310,584,1
J9,952,8,623,1395,443,1
J31,956,9,658,1463,507,1
J13,1014,8,725,1512,498,1
J20,1174,2,819,1592,418,1
J46,742,5,875,1624,882,1
J21,1234,5,902,1716,482,1
J30,1004,4,942,1761,757,1
J18,978,8,1009,1771,793,1
J41,1096,9,1017,1837,741,1
J26,926,1,1096,1915,989,1
J32,1038,3,1168,1995,957,1
J5,992,7,1236,1999,1007,1
J10,846,5,1278,2091,1245,1
J38,896,7,1311,2143,1247,1
J37,1100,9,1333,2193,1093,1
J11,844,4,1399,2250,1406,1
J14,882,3,1475,2325,1443,1
J33,828,5,1568,2421,1593,1
J39,1240,2,1586,2470,1230,1
J24,738,6,1681,2492,1754,1
J4,1168,5,1701,2563,1395,1
J25,988,9,1786,2585,1597,1
J27,1018,10,1847,2591,1573,1
J34,1120,3,1899,2685,1565,1
J43,1038,10,1909,2696,1658,1
J2,1062,4,1952,2707,1645,1
J45,968,10,2024,2752,1784,1
J29,1114,7,2093,2846,1732,1
J16,1282,5,2178,2910,1628,1
J19,1232,6,2260,2988,1756,1
J36,1210,5,2326,3021,1811,1
J8,1334,7,2418,3145,1811,1

TT,TWT,T_max,NT
42728,253690,1811,45

Metric,Value
Objective optimized,T_max
Runtime (s),30.663357257843018
Iterations,10
d,25
Seed,42
