Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J49,954,7,0,477,0,0
J9,1084,8,32,605,0,0
J28,1082,3,34,692,0,0
J27,696,10,44,749,53,1
J6,678,10,101,752,74,1
J21,820,5,156,837,17,1
J26,632,1,210,853,221,1
J48,788,4,217,938,150,1
J20,928,2,278,965,37,1
J41,624,9,323,1002,378,1
J33,750,5,352,1069,319,1
J2,930,4,415,1103,173,1
J18,786,8,443,1146,360,1
J23,842,10,515,1157,315,1
J42,1032,2,559,1269,237,1
J37,1108,9,564,1362,254,1
J15,1014,6,592,1376,362,1
J34,838,3,644,1399,561,1
J32,1056,3,742,1492,436,1
J17,750,2,764,1502,752,1
J13,856,8,806,1534,678,1
J40,768,4,832,1587,819,1
J1,1068,7,868,1665,597,1
J10,1082,5,897,1727,645,1
J38,944,7,942,1747,803,1
J47,1326,2,1028,1771,445,1
J16,1088,5,1100,1851,763,1
J36,810,5,1110,1888,1078,1
J11,1062,4,1201,1928,866,1
J46,904,5,1246,1992,1088,1
J29,1114,7,1311,2050,936,1
J12,1036,8,1374,2076,1040,1
J31,902,9,1415,2145,1243,1
J50,1344,8,1506,2202,858,1
J4,1166,5,1567,2228,1062,1
J3,1022,8,1640,2314,1292,1
J22,948,1,1703,2372,1424,1
J8,1118,7,1774,2461,1343,1
J24,1174,6,1856,2488,1314,1
J45,1056,10,1905,2550,1494,1
J35,1108,7,1978,2629,1521,1
J30,1056,4,2070,2676,1620,1
J25,1140,9,2143,2726,1586,1
J44,1034,9,2221,2865,1831,1
J43,1172,10,2302,2939,1767,1
J7,1078,3,2379,2993,1915,1
J19,1440,6,2458,3178,1738,1
J5,1486,7,2517,3264,1778,1
J14,1376,3,2616,3315,1939,1
J39,1298,2,2703,3372,2074,1

TT,TWT,T_max,NT
42256,250472,2074,47

Metric,Value
Objective optimized,TT
Runtime (s),45.371049880981445
Iterations,10
d,25
Seed,42
