Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,724,8,0,362,0,0
J11,880,4,10,477,0,0
J24,794,6,34,557,0,0
J9,1050,8,60,623,0,0
J44,820,9,88,648,0,0
J5,810,7,122,722,0,0
J23,740,10,153,735,0,0
J25,1056,9,207,820,0,0
J45,686,10,247,832,146,1
J28,838,3,265,921,83,1
J49,1006,7,303,958,0,0
J31,880,9,331,1019,139,1
J37,892,9,395,1070,178,1
J35,886,7,474,1098,212,1
J16,930,5,548,1107,177,1
J41,862,9,550,1132,270,1
J19,922,6,577,1246,324,1
J12,898,8,674,1257,359,1
J43,1136,10,742,1386,250,1
J38,848,7,804,1482,634,1
J15,840,6,861,1544,704,1
J27,972,10,931,1592,620,1
J29,1286,7,990,1736,450,1
J6,1152,10,1030,1794,642,1
J8,1170,7,1082,1802,632,1
J50,1124,8,1171,1856,732,1
J7,904,3,1249,1857,953,1
J21,984,5,1284,1965,981,1
J46,1300,5,1348,2090,790,1
J1,1138,7,1411,2140,1002,1
J18,1142,8,1476,2148,1006,1
J48,1288,4,1561,2262,974,1
J13,1280,8,1587,2347,1067,1
J10,1040,5,1681,2444,1404,1
J4,1096,5,1726,2445,1349,1
J32,940,3,1813,2537,1597,1
J33,952,5,1897,2540,1588,1
J40,888,4,1944,2623,1735,1
J2,1288,4,1990,2722,1434,1
J14,1210,3,1994,2795,1585,1
J30,1252,4,2065,2891,1639,1
J36,1376,5,2154,2937,1561,1
J34,944,3,2192,2982,2038,1
J20,962,2,2254,2999,2037,1
J17,1004,2,2319,3087,2083,1
J39,970,2,2402,3175,2205,1
J47,1044,2,2410,3233,2189,1
J42,874,2,2484,3291,2417,1
J22,1192,1,2512,3345,2153,1
J26,910,1,2550,3441,2531,1

TT,TWT,T_max,NT
44870,181545,2531,41

Metric,Value
Objective optimized,TWT
Runtime (s),60.62131404876709
Iterations,10
d,25
Seed,42
