Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,638,2,0,319,0,0
J37,896,9,2,453,0,0
J5,772,7,35,542,0,0
J22,978,1,42,652,0,0
J41,1122,9,75,758,0,0
J49,1056,7,113,761,0,0
J14,1216,3,138,932,0,0
J31,956,9,169,1006,50,1
J10,790,5,171,1062,272,1
J19,816,6,205,1080,264,1
J40,1042,4,244,1163,121,1
J18,872,8,297,1171,299,1
J29,836,7,312,1244,408,1
J9,706,8,407,1250,544,1
J38,1148,7,412,1282,134,1
J39,972,2,490,1346,374,1
J11,1144,4,550,1412,268,1
J28,980,3,622,1490,510,1
J33,842,5,671,1518,676,1
J44,750,9,708,1599,849,1
J8,936,7,738,1631,695,1
J6,1062,10,831,1674,612,1
J36,1048,5,854,1702,654,1
J23,1060,10,912,1865,805,1
J25,1050,9,936,1875,825,1
J3,942,8,955,1914,972,1
J46,844,5,985,2012,1168,1
J2,1186,4,1038,2080,894,1
J42,746,2,1048,2093,1347,1
J21,1116,5,1101,2167,1051,1
J24,986,6,1156,2187,1201,1
J4,1204,5,1175,2258,1054,1
J30,1052,4,1260,2275,1223,1
J35,1204,7,1331,2378,1174,1
J27,926,10,1422,2396,1470,1
J13,846,8,1520,2419,1573,1
J17,974,2,1545,2446,1472,1
J34,964,3,1563,2535,1571,1
J16,1042,5,1636,2588,1546,1
J7,850,3,1705,2593,1743,1
J48,1006,4,1761,2678,1672,1
J45,932,10,1812,2691,1759,1
J50,1016,8,1826,2712,1696,1
J32,1150,3,1876,2815,1665,1
J1,1140,7,1931,2890,1750,1
J12,1226,8,1980,2962,1736,1
J26,1224,1,2058,3001,1777,1
J43,1326,10,2155,3067,1741,1
J15,1340,6,2245,3158,1818,1
J47,1632,2,2318,3299,1667,1

TT,TWT,T_max,NT
45100,259552,1818,43

Metric,Value
Objective optimized,T_max
Runtime (s),44.940550088882446
Iterations,10
d,25
Seed,42
