Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J24,682,6,0,341,0,0
J10,874,5,2,461,0,0
J49,612,7,7,506,0,0
J45,886,10,45,584,0,0
J4,800,5,102,673,0,0
J12,684,8,132,687,3,1
J37,734,9,135,718,0,0
J27,662,10,228,761,99,1
J46,860,5,236,812,0,0
J39,718,2,259,829,111,1
J15,706,6,260,848,142,1
J8,654,7,341,877,223,1
J31,886,9,361,932,46,1
J18,924,8,411,1027,103,1
J3,906,8,482,1079,173,1
J25,878,9,507,1125,247,1
J23,982,10,508,1149,167,1
J9,1024,8,586,1264,240,1
J6,1034,10,659,1286,252,1
J41,1110,9,699,1385,275,1
J16,690,5,753,1437,747,1
J19,778,6,811,1452,674,1
J36,734,5,868,1504,770,1
J1,1058,7,891,1598,540,1
J29,1240,7,957,1655,415,1
J43,1276,10,1003,1742,466,1
J5,988,7,1059,1772,784,1
J50,1222,8,1076,1851,629,1
J35,1008,7,1148,1904,896,1
J11,866,4,1191,1979,1113,1
J44,1270,9,1251,2032,762,1
J33,1110,5,1305,2126,1016,1
J21,928,5,1333,2138,1210,1
J2,988,4,1341,2233,1245,1
J13,1422,8,1387,2321,899,1
J40,1160,4,1478,2389,1229,1
J30,986,4,1555,2411,1425,1
J38,1304,7,1653,2505,1201,1
J17,990,2,1705,2528,1538,1
J34,1144,3,1753,2616,1472,1
J48,1050,4,1819,2620,1570,1
J26,912,1,1907,2681,1769,1
J7,1000,3,1985,2713,1713,1
J32,964,3,2002,2841,1877,1
J28,792,3,2090,2881,2089,1
J14,852,3,2104,2922,2070,1
J20,1240,2,2138,3031,1791,1
J47,1294,2,2143,3141,1847,1
J42,1402,2,2161,3219,1817,1
J22,730,1,2206,3230,2500,1

TT,TWT,T_max,NT
40155,162678,2500,43

Metric,Value
Objective optimized,TWT
Runtime (s),8.40919280052185
Iterations,10
k,4
Seed,42
