Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,638,2,0,319,0,0
J22,978,1,2,493,0,0
J5,772,7,35,554,0,0
J42,746,2,42,567,0,0
J31,956,9,95,669,0,0
J44,750,9,97,750,0,0
J10,790,5,127,806,16,1
J28,980,3,161,859,0,0
J19,816,6,210,877,61,1
J46,844,5,249,975,131,1
J37,896,9,302,1002,106,1
J40,1042,4,335,1085,43,1
J13,846,8,388,1108,262,1
J8,936,7,413,1145,209,1
J6,1062,10,506,1188,126,1
J9,706,8,529,1194,488,1
J29,836,7,534,1267,431,1
J41,1122,9,629,1353,231,1
J7,850,3,667,1358,508,1
J50,1016,8,723,1379,363,1
J33,842,5,773,1427,585,1
J39,972,2,810,1532,560,1
J34,964,3,870,1607,643,1
J21,1116,5,943,1676,560,1
J45,932,10,998,1689,757,1
J12,1226,8,1012,1779,553,1
J14,1216,3,1090,1890,674,1
J1,1140,7,1121,1965,825,1
J24,986,6,1170,1985,999,1
J23,1060,10,1189,2084,1024,1
J18,872,8,1213,2092,1220,1
J48,1006,4,1228,2124,1118,1
J27,926,10,1279,2144,1218,1
J11,1144,4,1377,2243,1099,1
J17,974,2,1449,2270,1296,1
J38,1148,7,1467,2330,1182,1
J35,1204,7,1545,2426,1222,1
J4,1204,5,1636,2497,1293,1
J16,1042,5,1721,2550,1508,1
J49,1056,7,1790,2553,1497,1
J3,942,8,1815,2624,1682,1
J30,1052,4,1845,2682,1630,1
J32,1150,3,1916,2807,1657,1
J36,1048,5,1971,2816,1768,1
J43,1326,10,2029,2913,1587,1
J15,1340,6,2119,3004,1664,1
J26,1224,1,2192,3067,1843,1
J25,1050,9,2289,3132,2082,1
J2,1186,4,2308,3299,2113,1
J47,1632,2,2318,3384,1752,1

TT,TWT,T_max,NT
40586,232163,2113,43

Metric,Value
Objective optimized,TT
Runtime (s),50.641209840774536
Iterations,10
d,25
Seed,42
