Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J42,792,2,0,396,0,0
J6,624,10,42,500,0,0
J25,632,9,59,510,0,0
J46,1026,5,61,640,0,0
J12,874,8,95,695,0,0
J17,1282,2,134,796,0,0
J49,1156,7,208,902,0,0
J1,770,7,241,969,199,1
J16,1154,5,257,1022,0,0
J5,1314,7,264,1132,0,0
J35,1056,7,321,1230,174,1
J8,1036,7,362,1307,271,1
J30,836,4,378,1352,516,1
J33,716,5,435,1399,683,1
J9,990,8,451,1427,437,1
J31,806,9,545,1513,707,1
J48,818,4,590,1579,761,1
J36,866,5,603,1601,735,1
J23,848,10,655,1618,770,1
J11,1064,4,677,1713,649,1
J10,836,5,701,1788,952,1
J7,1042,3,748,1820,778,1
J3,1080,8,777,1877,797,1
J50,664,8,840,1906,1242,1
J45,920,10,898,1946,1026,1
J34,770,3,945,1998,1228,1
J40,1122,4,1041,2080,958,1
J15,1068,6,1076,2117,1049,1
J44,920,9,1151,2140,1220,1
J14,1186,3,1194,2237,1051,1
J18,1166,8,1199,2310,1144,1
J13,1138,8,1295,2328,1190,1
J29,978,7,1297,2364,1386,1
J21,966,5,1374,2412,1446,1
J27,1078,10,1437,2478,1400,1
J39,900,2,1508,2501,1601,1
J22,1100,1,1582,2510,1410,1
J32,1020,3,1620,2518,1498,1
J2,960,4,1678,2617,1657,1
J26,1062,1,1768,2619,1557,1
J28,1200,3,1779,2684,1484,1
J20,1030,2,1873,2723,1693,1
J43,934,10,1917,2761,1827,1
J37,1258,9,1999,2816,1558,1
J19,1226,6,2056,2876,1650,1
J24,1322,6,2150,2959,1637,1
J47,1324,2,2226,3038,1714,1
J4,1240,5,2322,3085,1845,1
J41,1258,9,2395,3129,1871,1
J38,1354,7,2447,3225,1871,1

TT,TWT,T_max,NT
47642,267806,1871,41

Metric,Value
Objective optimized,T_max
Runtime (s),43.29355478286743
Iterations,10
d,25
Seed,42
