Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,382,8,0,191,0,0
J9,438,8,9,273,0,0
J18,310,8,51,291,0,0
J16,518,5,99,360,0,0
J14,480,3,128,396,0,0
J4,446,5,154,442,0,0
J8,546,7,216,530,0,0
J1,730,7,288,687,0,0
J5,768,7,341,764,0,0
J12,614,8,429,827,213,1
J7,666,3,508,938,272,1
J10,662,5,542,1033,371,1
J2,650,4,607,1117,467,1
J15,646,6,626,1244,598,1
J11,636,4,698,1338,702,1
J19,614,6,737,1419,805,1
J3,586,8,794,1463,877,1
J17,568,2,893,1544,976,1
J20,528,2,929,1616,1088,1
J6,484,10,1024,1647,1163,1

TT,TWT,T_max,NT,,,
7532,40243,1163,11,,,
