Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,470,7,0,235,0,0
J14,310,3,9,257,0,0
J10,230,5,39,265,35,1
J16,374,5,42,316,0,0
J1,332,7,57,361,29,1
J18,444,8,72,412,0,0
J17,496,2,127,492,0,0
J19,500,6,215,529,29,1
J4,536,5,265,603,67,1
J15,432,6,313,646,214,1
J2,472,4,322,731,259,1
J7,488,3,386,770,282,1
J9,476,8,413,806,330,1
J12,540,8,455,847,307,1
J20,576,2,509,957,381,1
J13,472,8,566,1003,531,1
J8,688,7,593,1106,418,1
J11,564,4,627,1192,628,1
J3,636,8,638,1258,622,1
J6,860,10,702,1375,515,1

TT,TWT,T_max,NT,,,
4647,29723,628,15,,,
