Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,320,10,0,160,0,0
J12,252,8,40,214,0,0
J17,412,2,53,297,0,0
J1,322,7,66,305,0,0
J2,466,4,100,418,0,0
J16,598,5,120,516,0,0
J13,600,8,172,554,0,0
J7,638,3,250,613,0,0
J8,766,7,324,707,0,0
J19,752,6,418,822,70,1
J20,590,2,458,879,289,1
J5,540,7,518,960,420,1
J18,578,8,580,1006,428,1
J15,566,6,650,1070,504,1
J14,534,3,733,1118,584,1
J10,518,5,779,1207,689,1
J4,518,5,841,1262,744,1
J11,504,4,888,1273,769,1
J9,504,8,974,1384,880,1
J3,484,8,983,1439,955,1

TT,TWT,T_max,NT,,,
6332,37059,955,11,,,
