Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,382,2,0,191,0,0
J3,252,8,32,211,0,0
J8,442,7,47,268,0,0
J9,414,8,85,345,0,0
J19,538,6,112,421,0,0
J14,470,3,180,470,0,0
J2,578,4,209,546,0,0
J5,706,7,292,652,0,0
J18,686,8,369,712,26,1
J4,676,5,456,847,171,1
J10,610,5,527,860,250,1
J7,556,3,614,922,366,1
J6,554,10,667,1037,483,1
J1,546,7,703,1126,580,1
J20,540,2,757,1154,614,1
J16,530,5,851,1241,711,1
J11,514,4,928,1327,813,1
J15,450,6,1004,1374,924,1
J12,468,8,1016,1446,978,1
J13,394,8,1107,1454,1060,1

TT,TWT,T_max,NT,,,
6976,42184,1060,12,,,
