Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J35,782,7,0,391,0,0
J22,726,1,1,423,0,0
J3,722,8,12,488,0,0
J42,698,2,30,570,0,0
J24,738,6,55,592,0,0
J48,634,4,75,598,0,0
J11,844,4,151,701,0,0
J46,742,5,227,733,0,0
J10,846,5,254,825,0,0
J38,896,7,287,877,0,0
J37,1100,9,309,975,0,0
J41,1096,9,375,1041,0,0
J16,1282,5,454,1129,0,0
J21,1234,5,536,1231,0,0
J8,1334,7,576,1320,0,0
J19,1232,6,658,1419,187,1
J39,1240,2,724,1527,287,1
J36,1210,5,819,1591,381,1
J20,1174,2,911,1697,523,1
J4,1168,5,967,1768,600,1
J2,1062,4,1052,1779,717,1
J6,1132,10,1124,1911,779,1
J34,1120,3,1200,2005,885,1
J29,1114,7,1210,2099,985,1
J12,1110,8,1295,2189,1079,1
J17,938,2,1314,2233,1295,1
J43,1038,10,1374,2244,1206,1
J32,1038,3,1417,2324,1286,1
J13,1014,8,1485,2373,1359,1
J27,1018,10,1579,2379,1361,1
J40,1012,4,1631,2410,1398,1
J30,1004,4,1690,2455,1451,1
J5,992,7,1757,2486,1494,1
J15,990,6,1799,2577,1587,1
J45,968,10,1863,2633,1665,1
J25,988,9,1932,2782,1794,1
J18,978,8,1993,2855,1877,1
J31,956,9,2001,2978,2022,1
J9,952,8,2068,3063,2111,1
J47,912,2,2103,3094,2182,1
J26,926,1,2136,3172,2246,1
J44,880,9,2208,3186,2306,1
J14,882,3,2259,3291,2409,1
J50,852,8,2352,3386,2534,1
J1,758,7,2371,3392,2634,1
J7,810,3,2383,3408,2598,1
J23,840,10,2396,3514,2674,1
J28,834,3,2408,3612,2778,1
J49,828,7,2470,3707,2879,1
J33,828,5,2482,3803,2975,1

TT,TWT,T_max,NT,,,
56544,344948,2975,35,,,
