Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,656,8,0,328,0,0
J21,560,5,23,434,0,0
J39,768,2,55,461,0,0
J28,488,3,129,485,0,0
J17,826,2,140,605,0,0
J32,822,3,159,693,0,0
J31,784,9,233,754,0,0
J26,940,1,302,864,0,0
J30,1044,4,317,876,0,0
J5,934,7,389,934,0,0
J12,1096,8,419,1077,0,0
J10,1370,5,481,1166,0,0
J18,1342,8,578,1340,0,0
J50,1324,8,595,1434,110,1
J16,1248,5,664,1518,270,1
J42,1180,2,762,1581,401,1
J2,1178,4,802,1661,483,1
J49,1120,7,880,1674,554,1
J37,1148,9,943,1774,626,1
J33,1122,5,993,1855,733,1
J46,1106,5,1041,1858,752,1
J23,1094,10,1075,1964,870,1
J24,1064,6,1160,2098,1034,1
J47,1072,2,1248,2219,1147,1
J4,1026,5,1255,2259,1233,1
J19,1064,6,1321,2310,1246,1
J6,1060,10,1401,2442,1382,1
J45,1052,10,1427,2489,1437,1
J3,1050,8,1488,2512,1462,1
J22,1018,1,1580,2612,1594,1
J8,1018,7,1666,2656,1638,1
J25,986,9,1714,2694,1708,1
J9,1004,8,1791,2792,1788,1
J48,966,4,1821,2846,1880,1
J44,976,9,1843,2860,1884,1
J1,968,7,1871,2967,1999,1
J38,930,7,1927,2972,2042,1
J27,964,10,1940,3058,2094,1
J35,950,7,1988,3152,2202,1
J29,946,7,2029,3212,2266,1
J43,928,10,2062,3284,2356,1
J36,914,5,2121,3341,2427,1
J7,918,3,2209,3377,2459,1
J20,892,2,2225,3422,2530,1
J34,870,3,2281,3473,2603,1
J14,880,3,2331,3528,2648,1
J15,878,6,2374,3596,2718,1
J11,868,4,2395,3662,2794,1
J41,830,9,2449,3723,2893,1
J40,828,4,2540,3757,2929,1

TT,TWT,T_max,NT,,,
61192,369463,2929,37,,,
