Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J24,682,6,0,341,0,0
J39,718,2,2,387,0,0
J16,690,5,3,507,0,0
J12,684,8,61,521,0,0
J22,730,1,64,552,0,0
J27,662,10,83,627,0,0
J8,654,7,91,649,0,0
J37,734,9,111,733,0,0
J18,924,8,204,828,0,0
J2,988,4,275,923,0,0
J1,1058,7,321,1016,0,0
J40,1160,4,387,1084,0,0
J43,1276,10,464,1171,0,0
J47,1294,2,520,1282,0,0
J13,1422,8,538,1370,0,0
J42,1402,2,629,1453,51,1
J38,1304,7,674,1576,272,1
J44,1270,9,726,1631,361,1
J29,1240,7,780,1820,580,1
J20,1240,2,826,1949,709,1
J50,1222,8,831,1958,736,1
J34,1144,3,903,2046,902,1
J33,1110,5,969,2122,1012,1
J41,1110,9,997,2221,1111,1
J48,1050,4,1051,2225,1175,1
J6,1034,10,1139,2247,1213,1
J9,1024,8,1179,2329,1305,1
J35,1008,7,1252,2374,1366,1
J7,1000,3,1295,2399,1399,1
J17,990,2,1312,2478,1488,1
J5,988,7,1360,2588,1600,1
J30,986,4,1377,2623,1637,1
J23,982,10,1475,2685,1703,1
J26,912,1,1553,2744,1832,1
J21,928,5,1631,2756,1828,1
J32,964,3,1639,2882,1918,1
J3,906,8,1727,2990,2084,1
J45,886,10,1752,3068,2182,1
J31,886,9,1809,3117,2231,1
J25,878,9,1859,3163,2285,1
J11,866,4,1860,3219,2353,1
J10,874,5,1920,3254,2380,1
J46,860,5,1925,3305,2445,1
J14,852,3,1948,3346,2494,1
J4,800,5,1982,3437,2637,1
J28,792,3,2012,3470,2678,1
J19,778,6,2026,3527,2749,1
J36,734,5,2083,3579,2845,1
J49,612,7,2106,3624,3012,1
J15,706,6,2144,3628,2922,1

TT,TWT,T_max,NT,,,
59495,340604,3012,35,,,
