Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J26,940,1,0,470,0,0
J6,1060,10,15,590,0,0
J13,656,8,41,634,0,0
J35,950,7,64,728,0,0
J21,560,5,105,737,177,1
J38,930,7,137,752,0,0
J39,768,2,150,783,15,1
J28,488,3,224,789,301,1
J17,826,2,235,870,44,1
J32,822,3,254,925,103,1
J31,784,9,328,986,202,1
J41,830,9,397,1047,217,1
J29,946,7,488,1107,161,1
J14,880,3,521,1162,282,1
J45,1052,10,564,1205,153,1
J11,868,4,625,1271,403,1
J40,828,4,679,1305,477,1
J37,1148,9,695,1375,227,1
J23,1094,10,745,1398,304,1
J43,928,10,830,1470,542,1
J15,878,6,889,1538,660,1
J12,1096,8,910,1607,511,1
J3,1050,8,972,1623,573,1
J5,934,7,1064,1668,734,1
J20,892,2,1094,1713,821,1
J34,870,3,1150,1764,894,1
J9,1004,8,1200,1864,860,1
J1,968,7,1230,1972,1004,1
J44,976,9,1286,1986,1010,1
J49,1120,7,1314,1999,879,1
J25,986,9,1377,2076,1090,1
J7,918,3,1454,2112,1194,1
J8,1018,7,1470,2176,1158,1
J4,1026,5,1518,2216,1190,1
J27,964,10,1584,2291,1327,1
J30,1044,4,1632,2303,1259,1
J2,1178,4,1704,2448,1270,1
J24,1064,6,1782,2476,1412,1
J48,966,4,1870,2530,1564,1
J36,914,5,1892,2587,1673,1
J42,1180,2,1980,2677,1497,1
J33,1122,5,2020,2758,1636,1
J22,1018,1,2068,2805,1787,1
J47,1072,2,2154,2926,1854,1
J19,1064,6,2161,2961,1897,1
J46,1106,5,2241,2987,1881,1
J16,1248,5,2275,3088,1840,1
J10,1370,5,2373,3170,1800,1
J50,1324,8,2470,3281,1957,1
J18,1342,8,2539,3367,2025,1

TT,TWT,T_max,NT
42865,236196,2025,45

Metric,Value
Objective optimized,TT
Runtime (s),6.157456874847412
Iterations,5
k,4
Seed,42
