Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,880,4,0,440,0,0
J9,1050,8,24,552,0,0
J44,820,9,52,577,0,0
J24,794,6,86,669,0,0
J45,686,10,112,681,0,0
J3,724,8,130,775,51,1
J5,810,7,140,848,38,1
J41,862,9,171,872,10,1
J23,740,10,198,885,145,1
J35,886,7,252,913,27,1
J37,892,9,326,972,80,1
J31,880,9,405,1041,161,1
J49,1006,7,469,1078,72,1
J12,898,8,497,1079,181,1
J15,840,6,565,1158,318,1
J27,972,10,635,1242,270,1
J6,1152,10,694,1331,179,1
J13,1280,8,746,1407,127,1
J43,1136,10,840,1443,307,1
J38,848,7,902,1539,691,1
J39,970,2,959,1627,657,1
J19,922,6,967,1661,739,1
J1,1138,7,1064,1715,577,1
J29,1286,7,1129,1851,565,1
J50,1124,8,1169,1854,730,1
J25,1056,9,1247,1927,871,1
J18,1142,8,1287,1979,837,1
J40,888,4,1372,2083,1195,1
J4,1096,5,1418,2084,988,1
J16,930,5,1505,2111,1181,1
J21,984,5,1507,2212,1228,1
J46,1300,5,1571,2354,1054,1
J8,1170,7,1634,2362,1192,1
J10,1040,5,1723,2469,1429,1
J28,838,3,1768,2541,1703,1
J14,1210,3,1806,2614,1404,1
J33,952,5,1877,2617,1665,1
J32,940,3,1924,2733,1793,1
J2,1288,4,2008,2832,1544,1
J36,1376,5,2012,2874,1498,1
J7,904,3,2050,2875,1971,1
J34,944,3,2085,2927,1983,1
J17,1004,2,2147,3015,2011,1
J30,1252,4,2230,3149,1897,1
J20,962,2,2319,3154,2192,1
J42,874,2,2384,3233,2359,1
J48,1288,4,2412,3295,2007,1
J47,1044,2,2438,3367,2323,1
J22,1192,1,2512,3449,2257,1
J26,910,1,2550,3545,2635,1

TT,TWT,T_max,NT
47142,185317,2635,45

Metric,Value
Objective optimized,TWT
Runtime (s),5.448122024536133
Iterations,5
k,4
Seed,42
