Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,624,10,0,312,0,0
J11,1064,4,17,550,0,0
J33,716,5,41,597,0,0
J50,664,8,57,626,0,0
J10,836,5,115,726,0,0
J42,792,2,162,770,0,0
J14,1186,3,204,867,0,0
J7,1042,3,209,899,0,0
J25,632,9,238,909,277,1
J17,1282,2,240,1061,0,0
J31,806,9,314,1147,341,1
J26,1062,1,359,1149,87,1
J1,770,7,370,1247,477,1
J35,1056,7,386,1351,295,1
J45,920,10,427,1391,471,1
J48,818,4,474,1457,639,1
J43,934,10,487,1495,561,1
J12,874,8,569,1510,636,1
J9,990,8,608,1538,548,1
J46,1026,5,702,1623,597,1
J23,848,10,736,1640,792,1
J29,978,7,758,1676,698,1
J18,1166,8,835,1749,583,1
J36,866,5,931,1771,905,1
J20,1030,2,983,1810,780,1
J44,920,9,1027,1850,930,1
J30,836,4,1070,1900,1064,1
J27,1078,10,1127,1984,906,1
J49,1156,7,1198,2081,925,1
J5,1314,7,1231,2174,860,1
J3,1080,8,1288,2231,1151,1
J39,900,2,1351,2254,1354,1
J8,1036,7,1425,2342,1306,1
J32,1020,3,1441,2350,1330,1
J41,1258,9,1499,2384,1126,1
J15,1068,6,1551,2468,1400,1
J21,966,5,1626,2516,1550,1
J2,960,4,1689,2626,1666,1
J13,1138,8,1779,2644,1506,1
J34,770,3,1781,2701,1931,1
J38,1354,7,1877,2767,1413,1
J40,1122,4,1916,2852,1730,1
J37,1258,9,1951,2907,1649,1
J22,1100,1,2008,2916,1816,1
J16,1154,5,2046,2969,1815,1
J19,1226,6,2053,3029,1803,1
J28,1200,3,2147,3079,1879,1
J24,1322,6,2241,3162,1840,1
J4,1240,5,2317,3209,1969,1
J47,1324,2,2390,3288,1964,1

TT,TWT,T_max,NT
45570,253770,1969,41

Metric,Value
Objective optimized,T_max
Runtime (s),6.451759099960327
Iterations,5
k,4
Seed,42
