Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,638,2,0,319,0,0
J31,956,9,2,513,0,0
J5,772,7,4,583,0,0
J45,932,10,11,596,0,0
J13,846,8,25,686,0,0
J27,926,10,50,711,0,0
J29,836,7,148,784,0,0
J9,706,8,243,790,84,1
J44,750,9,248,871,121,1
J37,896,9,278,959,63,1
J23,1060,10,311,1104,44,1
J18,872,8,335,1112,240,1
J8,936,7,350,1173,237,1
J25,1050,9,443,1225,175,1
J35,1204,7,462,1328,124,1
J6,1062,10,553,1371,309,1
J3,942,8,576,1410,468,1
J33,842,5,606,1432,590,1
J50,1016,8,643,1453,437,1
J41,1122,9,693,1568,446,1
J19,816,6,731,1586,770,1
J10,790,5,770,1661,871,1
J12,1226,8,804,1750,524,1
J38,1148,7,882,1793,645,1
J46,844,5,960,1897,1053,1
J1,1140,7,1013,1972,832,1
J43,1326,10,1062,1974,648,1
J24,986,6,1152,1996,1010,1
J4,1204,5,1171,2125,921,1
J16,1042,5,1256,2178,1136,1
J36,1048,5,1325,2208,1160,1
J15,1340,6,1383,2291,951,1
J49,1056,7,1456,2319,1263,1
J32,1150,3,1481,2451,1301,1
J40,1042,4,1536,2534,1492,1
J30,1052,4,1589,2544,1492,1
J34,964,3,1660,2619,1655,1
J48,1006,4,1733,2647,1641,1
J11,1144,4,1784,2733,1589,1
J14,1216,3,1856,2860,1644,1
J21,1116,5,1887,2917,1801,1
J2,1186,4,1942,3016,1830,1
J7,850,3,1952,3021,2171,1
J42,746,2,2008,3034,2288,1
J17,974,2,2061,3065,2091,1
J28,980,3,2079,3172,2192,1
J39,972,2,2128,3246,2274,1
J47,1632,2,2188,3351,1719,1
J22,978,1,2275,3410,2432,1
J26,1224,1,2308,3469,2245,1

TT,TWT,T_max,NT
46979,187518,2432,43

Metric,Value
Objective optimized,TWT
Runtime (s),5.940219163894653
Iterations,5
k,4
Seed,42
