Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J28,488,3,0,244,0,0
J21,560,5,11,365,0,0
J13,656,8,43,414,0,0
J6,1060,10,66,633,0,0
J44,976,9,92,649,0,0
J25,986,9,120,732,0,0
J31,784,9,197,802,18,1
J1,968,7,266,899,0,0
J8,1018,7,322,943,0,0
J38,930,7,370,948,18,1
J41,830,9,383,1009,179,1
J33,1122,5,474,1103,0,0
J42,1180,2,522,1180,0,0
J43,928,10,562,1252,324,1
J29,946,7,621,1312,366,1
J35,950,7,654,1406,456,1
J45,1052,10,695,1449,397,1
J24,1064,6,756,1477,413,1
J49,1120,7,844,1490,370,1
J15,878,6,907,1568,690,1
J2,1178,4,928,1669,491,1
J12,1096,8,1006,1738,642,1
J23,1094,10,1068,1761,667,1
J5,934,7,1153,1806,872,1
J4,1026,5,1183,1846,820,1
J9,1004,8,1249,1944,940,1
J37,1148,9,1279,2016,868,1
J3,1050,8,1329,2038,988,1
J46,1106,5,1421,2093,987,1
J14,880,3,1455,2191,1311,1
J16,1248,5,1498,2275,1027,1
J50,1324,8,1596,2385,1061,1
J30,1044,4,1665,2397,1353,1
J27,964,10,1737,2472,1508,1
J36,914,5,1785,2529,1615,1
J19,1064,6,1873,2557,1493,1
J40,828,4,1953,2591,1763,1
J48,966,4,1969,2645,1679,1
J11,868,4,1991,2711,1843,1
J20,892,2,2045,2756,1864,1
J32,822,3,2101,2819,1997,1
J10,1370,5,2175,2901,1531,1
J7,918,3,2272,2937,2019,1
J26,940,1,2288,3059,2119,1
J18,1342,8,2303,3157,1815,1
J39,768,2,2320,3183,2415,1
J34,870,3,2394,3234,2364,1
J17,826,2,2444,3311,2485,1
J47,1072,2,2463,3405,2333,1
J22,1018,1,2470,3428,2410,1

TT,TWT,T_max,NT
48511,216475,2485,40

Metric,Value
Objective optimized,NT
Runtime (s),5.420843124389648
Iterations,5
k,4
Seed,42
