Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J38,848,7,0,424,0,0
J5,810,7,57,497,0,0
J24,794,6,88,577,0,0
J23,740,10,114,590,0,0
J3,724,8,168,709,0,0
J35,886,7,178,737,0,0
J44,820,9,252,762,0,0
J15,840,6,286,824,0,0
J37,892,9,356,875,0,0
J25,1056,9,435,982,0,0
J46,1300,5,475,1164,0,0
J29,1286,7,538,1260,0,0
J36,1376,5,578,1326,0,0
J48,1288,4,616,1409,121,1
J2,1288,4,642,1529,241,1
J4,1096,5,646,1530,434,1
J13,1280,8,733,1661,381,1
J30,1252,4,827,1787,535,1
J22,1192,1,916,1819,627,1
J14,1210,3,954,1970,760,1
J8,1170,7,1025,1978,808,1
J43,1136,10,1114,2029,893,1
J6,1152,10,1176,2130,978,1
J18,1142,8,1228,2136,994,1
J1,1138,7,1313,2269,1131,1
J50,1124,8,1378,2312,1188,1
J47,1044,2,1456,2429,1385,1
J9,1050,8,1530,2500,1450,1
J10,1040,5,1558,2597,1557,1
J49,1006,7,1603,2634,1628,1
J17,1004,2,1631,2722,1718,1
J21,984,5,1714,2781,1797,1
J27,972,10,1778,2829,1857,1
J39,970,2,1837,2917,1947,1
J20,962,2,1845,2922,1960,1
J33,952,5,1910,2925,1973,1
J34,944,3,1957,2970,2026,1
J19,922,6,2019,3004,2082,1
J32,940,3,2116,3096,2156,1
J16,930,5,2200,3105,2175,1
J12,898,8,2202,3106,2208,1
J26,910,1,2270,3202,2292,1
J7,904,3,2345,3203,2299,1
J31,880,9,2380,3252,2372,1
J40,888,4,2444,3335,2447,1
J11,880,4,2490,3405,2525,1
J41,862,9,2514,3429,2567,1
J42,874,2,2541,3534,2660,1
J45,686,10,2569,3546,2860,1
J28,838,3,2587,3618,2780,1

TT,TWT,T_max,NT,,,
59812,313038,2860,37,,,
