Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J18,860,8,0,430,0,0
J44,754,9,13,505,0,0
J49,934,7,51,577,0,0
J24,788,6,83,599,0,0
J20,928,2,127,707,0,0
J43,1026,10,146,797,0,0
J42,672,2,190,846,174,1
J27,630,10,192,880,250,1
J30,806,4,211,882,76,1
J37,834,9,284,939,105,1
J34,946,3,310,966,20,1
J31,962,9,326,1053,91,1
J6,984,10,411,1102,118,1
J13,1050,8,421,1211,161,1
J41,976,9,516,1273,297,1
J36,1014,5,523,1366,352,1
J23,1304,10,531,1392,88,1
J38,1140,7,616,1506,366,1
J3,1140,8,658,1545,405,1
J12,984,8,737,1567,583,1
J10,1020,5,786,1619,599,1
J50,1150,8,861,1673,523,1
J8,952,7,951,1727,775,1
J19,936,6,975,1755,819,1
J1,866,7,986,1795,929,1
J46,1138,5,1032,1931,793,1
J25,974,9,1108,1956,982,1
J29,1008,7,1115,2062,1054,1
J21,998,5,1127,2105,1107,1
J48,890,4,1225,2133,1243,1
J45,1130,10,1286,2167,1037,1
J32,924,3,1310,2272,1348,1
J35,970,7,1333,2311,1341,1
J39,830,2,1421,2321,1491,1
J33,860,5,1479,2433,1573,1
J9,1332,8,1532,2515,1183,1
J4,1114,5,1617,2607,1493,1
J5,1292,7,1662,2648,1356,1
J2,1056,4,1759,2748,1692,1
J15,1332,6,1811,2858,1526,1
J7,944,3,1830,2882,1938,1
J16,1118,5,1874,2979,1861,1
J11,1222,4,1921,3072,1850,1
J28,1096,3,1987,3159,2063,1
J40,1258,4,2056,3199,1941,1
J14,994,3,2119,3280,2286,1
J26,916,1,2180,3303,2387,1
J47,1044,2,2253,3354,2310,1
J17,1194,2,2338,3412,2218,1
J22,910,1,2422,3444,2534,1

TT,TWT,T_max,NT,,,
47338,212232,2534,44,,,
