Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J18,860,8,0,430,0,0
J15,1332,6,13,686,0,0
J40,1258,4,32,739,0,0
J38,1140,7,95,874,0,0
J43,1026,10,137,964,0,0
J41,976,9,181,1026,50,1
J34,946,3,188,1036,90,1
J35,970,7,204,1071,101,1
J36,1014,5,292,1194,180,1
J14,994,3,300,1275,281,1
J44,754,9,361,1309,555,1
J24,788,6,399,1331,543,1
J31,962,9,443,1369,407,1
J10,1020,5,528,1419,399,1
J12,984,8,603,1474,490,1
J28,1096,3,652,1620,524,1
J2,1056,4,721,1672,616,1
J20,928,2,773,1781,853,1
J7,944,3,792,1805,861,1
J42,672,2,836,1869,1197,1
J33,860,5,838,1931,1071,1
J21,998,5,891,1954,956,1
J49,934,7,989,2008,1074,1
J27,630,10,1021,2042,1412,1
J26,916,1,1040,2065,1149,1
J30,806,4,1113,2067,1261,1
J1,866,7,1186,2113,1247,1
J37,834,9,1232,2189,1355,1
J39,830,2,1258,2199,1369,1
J13,1050,8,1316,2288,1238,1
J32,924,3,1411,2372,1448,1
J23,1304,10,1434,2398,1094,1
J48,890,4,1519,2419,1529,1
J22,910,1,1580,2451,1541,1
J8,952,7,1582,2474,1522,1
J19,936,6,1606,2489,1553,1
J6,984,10,1617,2584,1600,1
J17,1194,2,1627,2680,1486,1
J25,974,9,1711,2692,1718,1
J16,1118,5,1718,2789,1671,1
J29,1008,7,1765,2848,1840,1
J9,1332,8,1777,2916,1584,1
J50,1150,8,1862,2943,1793,1
J47,1044,2,1952,2994,1950,1
J46,1138,5,2037,3075,1937,1
J4,1114,5,2113,3141,2027,1
J3,1140,8,2158,3180,2040,1
J45,1130,10,2237,3191,2061,1
J11,1222,4,2261,3284,2062,1
J5,1292,7,2327,3374,2082,1

TT,TWT,T_max,NT,,,
53817,312322,2082,45,,,
