Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J37,834,9,0,417,0,0
J44,754,9,26,535,0,0
J24,788,6,64,557,0,0
J42,672,2,108,654,0,0
J2,1056,4,110,754,0,0
J18,860,8,162,836,0,0
J28,1096,3,175,923,0,0
J13,1050,8,244,987,0,0
J38,1140,7,339,1079,0,0
J23,1304,10,381,1139,0,0
J5,1292,7,466,1210,0,0
J9,1332,8,563,1332,0,0
J15,1332,6,648,1483,151,1
J11,1222,4,667,1576,354,1
J40,1258,4,733,1616,358,1
J17,1194,2,796,1693,499,1
J50,1150,8,880,1743,593,1
J3,1140,8,970,1843,703,1
J46,1138,5,1049,1924,786,1
J45,1130,10,1125,1935,805,1
J16,1118,5,1149,2032,914,1
J4,1114,5,1196,2121,1007,1
J27,630,10,1241,2155,1525,1
J30,806,4,1260,2157,1351,1
J47,1044,2,1333,2247,1203,1
J10,1020,5,1418,2307,1287,1
J29,1008,7,1493,2368,1360,1
J43,1026,10,1505,2488,1462,1
J21,998,5,1549,2511,1513,1
J36,1014,5,1647,2611,1597,1
J12,984,8,1655,2633,1649,1
J6,984,10,1704,2712,1728,1
J14,994,3,1714,2848,1854,1
J41,976,9,1775,2910,1934,1
J35,970,7,1782,2930,1960,1
J25,974,9,1870,2946,1972,1
J31,962,9,1877,3099,2137,1
J8,952,7,1962,3165,2213,1
J7,944,3,1986,3225,2281,1
J34,946,3,2030,3355,2409,1
J19,936,6,2046,3392,2456,1
J49,934,7,2057,3482,2548,1
J32,924,3,2089,3566,2642,1
J20,928,2,2112,3657,2729,1
J26,916,1,2131,3680,2764,1
J22,910,1,2204,3712,2802,1
J48,890,4,2206,3733,2843,1
J1,866,7,2267,3757,2891,1
J39,830,2,2313,3767,2937,1
J33,860,5,2371,3871,3011,1

TT,TWT,T_max,NT,,,
65228,343652,3011,38,,,
