Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J48,818,4,0,409,0,0
J33,716,5,13,467,0,0
J50,664,8,29,496,0,0
J25,632,9,87,506,0,0
J31,806,9,89,600,0,0
J6,624,10,134,654,30,1
J34,770,3,151,732,0,0
J1,770,7,247,806,36,1
J30,836,4,263,851,15,1
J10,836,5,320,926,90,1
J42,792,2,367,959,167,1
J23,848,10,409,976,128,1
J7,1042,3,431,1033,0,0
J20,1030,2,460,1073,43,1
J45,920,10,504,1113,193,1
J43,934,10,551,1163,229,1
J29,978,7,633,1215,237,1
J36,866,5,710,1280,414,1
J44,920,9,762,1359,439,1
J39,900,2,805,1437,537,1
J21,966,5,879,1485,519,1
J2,960,4,942,1609,649,1
J9,990,8,1032,1637,647,1
J46,1026,5,1126,1692,666,1
J3,1080,8,1160,1757,677,1
J40,1122,4,1223,1847,725,1
J49,1156,7,1258,1944,788,1
J8,1036,7,1291,2021,985,1
J15,1068,6,1307,2058,990,1
J35,1056,7,1382,2156,1100,1
J13,1138,8,1423,2174,1036,1
J12,874,8,1425,2216,1342,1
J32,1020,3,1464,2224,1204,1
J18,1166,8,1522,2297,1131,1
J27,1078,10,1618,2363,1285,1
J16,1154,5,1689,2459,1305,1
J28,1200,3,1696,2520,1320,1
J11,1064,4,1790,2631,1567,1
J26,1062,1,1814,2633,1571,1
J17,1282,2,1825,2762,1480,1
J22,1100,1,1899,2771,1671,1
J19,1226,6,1937,2872,1646,1
J4,1240,5,2031,2976,1736,1
J37,1258,9,2104,3031,1773,1
J47,1324,2,2161,3127,1803,1
J41,1258,9,2257,3168,1910,1
J24,1322,6,2309,3302,1980,1
J5,1314,7,2385,3399,2085,1
J38,1354,7,2442,3461,2107,1
J14,1186,3,2481,3558,2372,1

TT,TWT,T_max,NT,,,
42628,234938,2372,43,,,
