Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J49,768,7,0,384,0,0
J44,926,9,14,504,0,0
J38,812,7,18,538,0,0
J15,734,6,51,625,0,0
J41,724,9,121,670,0,0
J14,722,3,158,702,0,0
J21,670,5,236,749,79,1
J19,656,6,266,788,132,1
J4,844,5,293,875,31,1
J27,818,10,384,948,130,1
J37,818,9,389,951,133,1
J23,906,10,483,972,66,1
J9,914,8,546,1067,153,1
J12,882,8,588,1152,270,1
J6,1104,10,676,1271,167,1
J3,1232,8,686,1370,138,1
J43,1078,10,759,1423,345,1
J31,1352,9,798,1496,144,1
J45,836,10,877,1501,665,1
J50,1124,8,927,1540,416,1
J13,998,8,1011,1650,652,1
J24,1026,6,1102,1717,691,1
J2,812,4,1163,1720,908,1
J10,792,5,1240,1779,987,1
J28,936,3,1261,1853,917,1
J8,908,7,1343,1918,1010,1
J1,1222,7,1413,2037,815,1
J16,1212,5,1431,2109,897,1
J29,962,7,1484,2142,1180,1
J18,1250,8,1533,2202,952,1
J25,1500,9,1629,2379,879,1
J35,1554,7,1702,2479,925,1
J40,938,4,1793,2507,1569,1
J46,1186,5,1805,2586,1400,1
J33,1016,5,1895,2597,1581,1
J36,1152,5,1952,2688,1536,1
J5,1230,7,2044,2765,1535,1
J30,1030,4,2140,2818,1788,1
J17,1022,2,2151,2912,1890,1
J39,886,2,2202,2941,2055,1
J32,1218,3,2254,3063,1845,1
J48,1154,4,2332,3123,1969,1
J34,1018,3,2378,3192,2174,1
J7,1102,3,2425,3292,2190,1
J11,1204,4,2483,3393,2189,1
J47,1092,2,2494,3469,2377,1
J42,956,2,2552,3483,2527,1
J20,1226,2,2599,3656,2430,1
J26,1232,1,2646,3715,2483,1
J22,1138,1,2726,3797,2659,1

TT,TWT,T_max,NT,,,
49879,203300,2659,44,,,
