Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J9,1084,8,0,542,0,0
J27,696,10,2,599,0,0
J6,678,10,59,602,0,0
J17,750,2,114,667,0,0
J26,632,1,156,755,123,1
J41,624,9,163,792,168,1
J33,750,5,192,859,109,1
J49,954,7,255,893,0,0
J40,768,4,287,946,178,1
J18,786,8,323,989,203,1
J37,1108,9,395,1082,0,0
J23,842,10,423,1093,251,1
J12,1036,8,467,1129,93,1
J3,1022,8,508,1210,188,1
J50,1344,8,571,1261,0,0
J43,1172,10,632,1357,185,1
J25,1140,9,709,1366,226,1
J28,1082,3,787,1474,392,1
J31,902,9,797,1526,624,1
J45,1056,10,888,1538,482,1
J8,1118,7,961,1650,532,1
J29,1114,7,1043,1708,594,1
J13,856,8,1106,1740,884,1
J38,944,7,1132,1760,816,1
J36,810,5,1218,1797,987,1
J21,820,5,1309,1882,1062,1
J44,1034,9,1363,1956,922,1
J1,1068,7,1444,2033,965,1
J7,1078,3,1473,2084,1006,1
J46,904,5,1552,2148,1244,1
J11,1062,4,1617,2188,1126,1
J48,788,4,1662,2273,1485,1
J15,1014,6,1723,2292,1278,1
J34,838,3,1775,2338,1500,1
J10,1082,5,1873,2476,1394,1
J2,930,4,1918,2520,1590,1
J35,1108,7,1946,2589,1481,1
J24,1174,6,2038,2632,1458,1
J32,1056,3,2087,2778,1722,1
J30,1056,4,2109,2812,1756,1
J19,1440,6,2182,2966,1526,1
J4,1166,5,2241,2969,1803,1
J16,1088,5,2314,3060,1972,1
J5,1486,7,2324,3196,1710,1
J42,1032,2,2423,3294,2262,1
J20,928,2,2428,3321,2393,1
J14,1376,3,2473,3381,2005,1
J39,1298,2,2560,3438,2140,1
J22,948,1,2636,3541,2593,1
J47,1326,2,2707,3565,2239,1

TT,TWT,T_max,NT,,,
47667,213896,2593,43,,,
