Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J42,874,2,0,437,0,0
J5,810,7,28,510,0,0
J24,794,6,59,590,0,0
J23,740,10,85,603,0,0
J3,724,8,139,697,0,0
J35,886,7,149,725,0,0
J44,820,9,223,750,0,0
J15,840,6,257,812,0,0
J45,686,10,327,824,138,1
J28,838,3,345,901,63,1
J37,892,9,383,952,60,1
J39,970,2,462,1045,75,1
J41,862,9,470,1069,207,1
J31,880,9,497,1118,238,1
J38,848,7,561,1214,366,1
J12,898,8,618,1215,317,1
J49,1006,7,686,1259,253,1
J19,922,6,714,1332,410,1
J1,1138,7,811,1429,291,1
J20,962,2,876,1444,482,1
J40,888,4,941,1544,656,1
J27,972,10,987,1592,620,1
J34,944,3,1046,1637,693,1
J11,880,4,1108,1704,824,1
J16,930,5,1132,1713,783,1
J50,1124,8,1134,1801,677,1
J7,904,3,1212,1802,898,1
J21,984,5,1247,1910,926,1
J47,1044,2,1311,1984,940,1
J32,940,3,1385,2076,1136,1
J33,952,5,1469,2079,1127,1
J4,1096,5,1516,2109,1013,1
J17,1004,2,1603,2201,1197,1
J26,910,1,1686,2297,1387,1
J29,1286,7,1761,2446,1160,1
J43,1136,10,1801,2467,1331,1
J10,1040,5,1863,2564,1524,1
J25,1056,9,1908,2618,1562,1
J14,1210,3,1948,2723,1513,1
J30,1252,4,2019,2824,1572,1
J18,1142,8,2108,2830,1688,1
J2,1288,4,2193,2957,1669,1
J6,1152,10,2197,3015,1863,1
J13,1280,8,2249,3073,1793,1
J9,1050,8,2343,3126,2076,1
J22,1192,1,2371,3203,2011,1
J8,1170,7,2409,3254,2084,1
J48,1288,4,2498,3380,2092,1
J46,1300,5,2524,3524,2224,1
J36,1376,5,2587,3573,2197,1

TT,TWT,T_max,NT,,,
44136,239986,2224,42,,,
